convo.id,speaker,turn.text
4419,YOU, if i can have the hat you can have the rest 
4419, THEM, perfect 
4419, YOU, thank you ! 
4420,YOU, can i get one book the hat and one ball 
4420, THEM, i do not need the hat . . . but can you do any better with the books and the balls ? 
4420, YOU, if i could get the hat and books you could have the balls 
4420, THEM," i'm assumin you're not going to budge on the balls + 1 book , you get hat and 1 book ? "
4420, YOU, ok so i'll take the hat and one book 
4420, THEM," if that works for you , i'm on board . "
4420, YOU, ok 
4421,THEM, can i get one book the hat and one ball 
4421, YOU, i do not need the hat . . . but can you do any better with the books and the balls ? 
4421, THEM, if i could get the hat and books you could have the balls 
4421, YOU," i'm assumin you're not going to budge on the balls + 1 book , you get hat and 1 book ? "
4421, THEM, ok so i'll take the hat and one book 
4421, YOU," if that works for you , i'm on board . "
4421, THEM, ok 
4422,YOU," hello . i'd like the ball and either two hats , or two books . "
4422, THEM, i would like the ball and one hat . 
4422, YOU," i'm definitely not giving up the ball . i need the ball and either two hats , or two books . "
4422, THEM, i can let you have the ball and one book . 
4422, YOU," how about the ball , one book , and one hat . you get a hat and a book . "
4422, THEM, i can't accept that offer . i need to have two hats and one book . 
4422, YOU," how about i take the ball and two books . you keep both hats . i'd be taking a little loss , but i'd be willing to do that . "
4422, THEM, i'd be taking a loss as well . is there any way that we can work this out ? two hats and a book would leave me at a value of 5 . 
4422, YOU," i'm sorry . i think we'd both be at a loss , but the best offer that i can give you is both hats , i take the ball and both books . "
4422, THEM," okay , then . "
4422, YOU, is it a deal ? 
4422, THEM, yes 
4422, YOU, thank you . 
4423,THEM," hello . i'd like the ball and either two hats , or two books . "
4423, YOU, i would like the ball and one hat . 
4423, THEM," i'm definitely not giving up the ball . i need the ball and either two hats , or two books . "
4423, YOU, i can let you have the ball and one book . 
4423, THEM," how about the ball , one book , and one hat . you get a hat and a book . "
4423, YOU, i can't accept that offer . i need to have two hats and one book . 
4423, THEM," how about i take the ball and two books . you keep both hats . i'd be taking a little loss , but i'd be willing to do that . "
4423, YOU, i'd be taking a loss as well . is there any way that we can work this out ? two hats and a book would leave me at a value of 5 . 
4423, THEM," i'm sorry . i think we'd both be at a loss , but the best offer that i can give you is both hats , i take the ball and both books . "
4423, YOU," okay , then . "
4423, THEM, is it a deal ? 
4423, YOU, yes 
4423, THEM, thank you . 
4424,THEM, i want the books and hats 
4424, YOU," you can have hats , but i want at least 1 book and ball "
4424, THEM, can i give you a hat and keep all the books for myself ? 
4424, YOU, hats have no value to me 
4424, THEM," ok , 1 book for you with the ball "
4425,YOU, i want the books and hats 
4425, THEM," you can have hats , but i want at least 1 book and ball "
4425, YOU, can i give you a hat and keep all the books for myself ? 
4425, THEM, hats have no value to me 
4425, YOU," ok , 1 book for you with the ball "
4426,YOU, i would like the ball and one book atleast 
4426, THEM, could i have the hat and ball ? and you can take all three books 
4426, YOU," that leaves me in a bad spot , can you move off the ball at all ? "
4426, THEM," ok if you give me the original deal , hat + two books i can do that "
4426, YOU, and i get the ball and one book ? 
4427,THEM, i would like the ball and one book atleast 
4427, YOU, could i have the hat and ball ? and you can take all three books 
4427, THEM," that leaves me in a bad spot , can you move off the ball at all ? "
4427, YOU," ok if you give me the original deal , hat + two books i can do that "
4427, THEM, and i get the ball and one book ? 
4428,YOU, hey there . . . i'd like the book and balls - will the hats be of value to you ? 
4428, THEM, not enough value . how about i get the hats and 1 ball . 
4428, YOU," i'd be really upset if your hats were 3 points , but that's a deal . "
4428, THEM, they're definitely not . thanks . 
4429,THEM, hey there . . . i'd like the book and balls - will the hats be of value to you ? 
4429, YOU, not enough value . how about i get the hats and 1 ball . 
4429, THEM," i'd be really upset if your hats were 3 points , but that's a deal . "
4429, YOU, they're definitely not . thanks . 
4430,THEM, i would like the hats . 
4430, YOU, no deal 
4430, THEM, you can have one hat if i get the rest . 
4430, YOU, ok the first deal was cool 
4430, THEM, i get both books and 1 hat . you get one hat and ball . 
4430, YOU, yes 
4430, THEM, ok . 
4430, YOU, thx 
4431,YOU, i would like the hats . 
4431, THEM, no deal 
4431, YOU, you can have one hat if i get the rest . 
4431, THEM, ok the first deal was cool 
4431, YOU, i get both books and 1 hat . you get one hat and ball . 
4431, THEM, yes 
4431, YOU, ok . 
4431, THEM, thx 
4432,YOU, gimme the hat you take rest 
4432, THEM," nah , i want the hat and 2 books "
4432, YOU," i need hat , custom made for me "
4432, THEM, i'm pretty sure that's my grandfather's old hat 
4432, YOU, hmmmm . it's my grandfathers old hat . are we cousins ? omg . 
4432, THEM, i can't part with it 
4432, YOU, is this a no deal then ? 
4432, THEM, unless you want to give me a book 
4433,YOU, how about you take the ball 
4433, THEM," along with hat , deal "
4433, YOU, i need the hat and books 
4433, THEM, deal 
4434,THEM, how about you take the ball 
4434, YOU," along with hat , deal "
4434, THEM, i need the hat and books 
4434, YOU, deal 
4435,YOU, i need 2 balls and the hat 
4435, THEM, i need the same . maybe we can split the difference i can take the two balls and one book you can have the hat and one book 
4435, YOU, i need at least 1 of the balls 
4435, THEM, okay you get one ball and one book 
4435, YOU, how about 1 ball and the hat 
4435, THEM, no deal . 
4435, YOU, how about i take both balls and you get the rest 
4435, THEM, no deal . 
4435, YOU, i can do 1 ball 1 hat and 1 book ? 
4435, THEM, no deal . 
4436,THEM, i need 2 balls and the hat 
4436, YOU, i need the same . maybe we can split the difference i can take the two balls and one book you can have the hat and one book 
4436, THEM, i need at least 1 of the balls 
4436, YOU, okay you get one ball and one book 
4436, THEM, how about 1 ball and the hat 
4436, YOU, no deal . 
4436, THEM, how about i take both balls and you get the rest 
4436, YOU, no deal . 
4436, THEM, i can do 1 ball 1 hat and 1 book ? 
4436, YOU, no deal . 
4437,YOU, can i have the hats and you get the rest ? 
4437, THEM," if i can keep one hat , you can have a book instead . "
4437, YOU," okay , deal . "
4437, THEM," i'm taking one ball , one hat , and two books ? "
4438,THEM, can i have the hats and you get the rest ? 
4438, YOU," if i can keep one hat , you can have a book instead . "
4438, THEM," okay , deal . "
4438, YOU," i'm taking one ball , one hat , and two books ? "
4439,THEM, i would like the 2 books please 
4439, YOU, the rest to me ? 
4439, THEM, sure 
4439, YOU, i suppose that's as fair as we're going to get . deal . 
4440,YOU, i would like the 2 books please 
4440, THEM, the rest to me ? 
4440, YOU, sure 
4440, THEM, i suppose that's as fair as we're going to get . deal . 
4441,YOU, take all the balls i keep everything else 
4441, THEM, balls and hats for me 
4441, YOU, deal 
4442,THEM, take all the balls i keep everything else 
4442, YOU, balls and hats for me 
4442, THEM, deal 
4443,THEM, i would like the balls and the hats 
4443, YOU," you can have the balls or the hats , i can not do both "
4443, THEM, how about the balls and 1 hat 
4443, YOU, no i can not do that . its already going to be a stretch if i give you one or the other . 
4443, THEM, i can take just the balls 
4443, YOU, is the a deal then ? 
4444,YOU, i would like the balls and the hats 
4444, THEM," you can have the balls or the hats , i can not do both "
4444, YOU, how about the balls and 1 hat 
4444, THEM, no i can not do that . its already going to be a stretch if i give you one or the other . 
4444, YOU, i can take just the balls 
4444, THEM, is the a deal then ? 
4445,THEM, hey there . i'll take the hat and 2 balls you take the rest ? 
4445, YOU," i would like all the balls and the book , you take the hat . "
4445, THEM," how about you take the balls , and i get the hat and the book ? "
4445, YOU, ok deal 
4446,YOU, hey there . i'll take the hat and 2 balls you take the rest ? 
4446, THEM," i would like all the balls and the book , you take the hat . "
4446, YOU," how about you take the balls , and i get the hat and the book ? "
4446, THEM, ok deal 
4447,THEM, i need two balls and the book 
4447, YOU, i can not give up either of the balls . i need both balls and you can have the rest 
4447, THEM, okay then take both balls and i will take all the rest 
4447, YOU, okay deal . thank you . 
4448,YOU, i need two balls and the book 
4448, THEM, i can not give up either of the balls . i need both balls and you can have the rest 
4448, YOU, okay then take both balls and i will take all the rest 
4448, THEM, okay deal . thank you . 
4449,YOU, hi i would like the books and balls and you can have the hat 
4449, THEM, no but i'll take one of each . 
4449, YOU, i cant do that . the best i can do is i take both books and you can have the rest 
4449, THEM, ok i'll take the balls and the hat . 
4450,THEM, hi i would like the books and balls and you can have the hat 
4450, YOU, no but i'll take one of each . 
4450, THEM, i cant do that . the best i can do is i take both books and you can have the rest 
4450, YOU, ok i'll take the balls and the hat . 
4451,THEM, what would you like 
4451, YOU, you can have the hat and the book if i can have the 3 balls 
4451, THEM, two balls 
4451, YOU, i either need the 3 balls or i need 2 balls and the book 
4451, THEM, ok three balls 
4451, YOU, i take the 3 balls and you take the book and hat ? 
4451, THEM, yes 
4451, YOU, deal 
4452,YOU, what would you like 
4452, THEM, you can have the hat and the book if i can have the 3 balls 
4452, YOU, two balls 
4452, THEM, i either need the 3 balls or i need 2 balls and the book 
4452, YOU, ok three balls 
4452, THEM, i take the 3 balls and you take the book and hat ? 
4452, YOU, yes 
4452, THEM, deal 
4453,YOU," i'll take the hat and ball , ok ? "
4453, THEM," i need ball , you have rest "
4453, YOU, ok 
4454,THEM," i'll take the hat and ball , ok ? "
4454, YOU," i need ball , you have rest "
4454, THEM, ok 
4455,THEM, i would like your books 
4455, YOU, ok . you can have the books . 
4455, THEM, i can give you 1 hat and all the balls 
4455, YOU, sounds fair . 
4455, THEM," great , i will give you 1 hat and 2 balls for 2 books "
4456,YOU, i would like your books 
4456, THEM, ok . you can have the books . 
4456, YOU, i can give you 1 hat and all the balls 
4456, THEM, sounds fair . 
4456, YOU," great , i will give you 1 hat and 2 balls for 2 books "
4457,THEM, i just want the hats . . . i'm bald 
4457, YOU," me too , more bald then you . "
4458,YOU, i just want the hats . . . i'm bald 
4458, THEM," me too , more bald then you . "
4459,YOU, i would like the hat and the book please . 
4459, THEM, i keep the book you get the rest 
4459, YOU," okay , that's a good deal . "
4459, THEM, deal 
4460,THEM, i would like the hat and the book please . 
4460, YOU, i keep the book you get the rest 
4460, THEM," okay , that's a good deal . "
4460, YOU, deal 
4461,THEM," you take the hats , i take the book and balls "
4461, YOU, no can do 
4461, THEM, then you have to counter 
4461, YOU, i take 3 balls and one book and you keep the rest 
4461, THEM," i have to have the book , you can have the hats and 1 ball "
4461, YOU, so you can have book and two hats and i keep the rest 
4461, THEM, i have to have the book and 1 ball 
4461, YOU, one book and one ball it is for you only 
4462,YOU," you take the hats , i take the book and balls "
4462, THEM, no can do 
4462, YOU, then you have to counter 
4462, THEM, i take 3 balls and one book and you keep the rest 
4462, YOU," i have to have the book , you can have the hats and 1 ball "
4462, THEM, so you can have book and two hats and i keep the rest 
4462, YOU, i have to have the book and 1 ball 
4462, THEM, one book and one ball it is for you only 
4463,YOU, i would like the book and basketball you can have the 3 hats 
4463, THEM, i would like the book and 2 hats 
4463, YOU, no can do the best i can give you is the 3 hats and the basketball 
4463, THEM," can i have 1 book , 1 hat and 1 basketball "
4463, YOU, i can't give up the book 
4463, THEM, either can i . sorry 
4463, YOU, i guess we are at a stand still 
4464,THEM," i need the book , you can have the rest "
4464, YOU, i really need the book 
4464, THEM, i absolutely need the book 
4464, YOU, same 
4464, THEM, i can't do anything without the book 
4464, YOU, same 
4464, THEM," so , no deal ? "
4464, YOU, no deal without the hat 
4464, THEM, huh ? you can have both hats and both balls 
4464, YOU, i mean the book 
4465,YOU," i need the book , you can have the rest "
4465, THEM, i really need the book 
4465, YOU, i absolutely need the book 
4465, THEM, same 
4465, YOU, i can't do anything without the book 
4465, THEM, same 
4465, YOU," so , no deal ? "
4465, THEM, no deal without the hat 
4465, YOU, huh ? you can have both hats and both balls 
4465, THEM, i mean the book 
4466,THEM, i would like 2 balls and 2 hats 
4466, YOU," i have to have both balls , you can have everything else "
4467,YOU, i would like 2 balls and 2 hats 
4467, THEM," i have to have both balls , you can have everything else "
4468,THEM, if i can have the hat and the balls you can have the books 
4468, YOU, ok 
4468, THEM, okay great ! thank you ! 
4469,YOU, if i can have the hat and the balls you can have the books 
4469, THEM, ok 
4469, YOU, okay great ! thank you ! 
4470,YOU, i want the ball ! you can have the rest . best deal i've gave yet . 
4470, THEM," hm , that is generous ! how about i take ball and book and you take hats ? "
4470, YOU, i hate the hats and they don't help me at all . just give me the ball . i am michael jordan 
4470, THEM," good i am a book worm , ill take book and all hats , you take ball "
4471,THEM, i want the ball ! you can have the rest . best deal i've gave yet . 
4471, YOU," hm , that is generous ! how about i take ball and book and you take hats ? "
4471, THEM, i hate the hats and they don't help me at all . just give me the ball . i am michael jordan 
4471, YOU," good i am a book worm , ill take book and all hats , you take ball "
4472,THEM, i would like the basketball and the books you can have the hats 
4472, YOU, i can offer both hats and 1 book 
4472, THEM, no deal . i would like the basketball and one book and one hat you can have one book and one hat 
4472, YOU," i can't give the ball , i'll offer both books "
4472, THEM, i'll take both book and hats you can have the basketball 
4472, YOU," i can't do that deal , i can offer 2 books and 1 hat "
4472, THEM, i can't do that . i'll take one book and the basketball you can take the other book and both hats 
4472, YOU, afraid we aren't going to make a deal on this one 
4472, THEM, it's not looking that way 
4472, YOU," when does no deal show up as selectable , do you know ? "
4472, THEM, right now 
4473,YOU, i would like the basketball and the books you can have the hats 
4473, THEM, i can offer both hats and 1 book 
4473, YOU, no deal . i would like the basketball and one book and one hat you can have one book and one hat 
4473, THEM," i can't give the ball , i'll offer both books "
4473, YOU, i'll take both book and hats you can have the basketball 
4473, THEM," i can't do that deal , i can offer 2 books and 1 hat "
4473, YOU, i can't do that . i'll take one book and the basketball you can take the other book and both hats 
4473, THEM, afraid we aren't going to make a deal on this one 
4473, YOU, it's not looking that way 
4473, THEM," when does no deal show up as selectable , do you know ? "
4473, YOU, right now 
4474,THEM," i'm interested in the book and both balls , or the book and one hat "
4474, YOU, i would like to have both hats and the book . i will definitely give you both balls if you agree to this . 
4474, THEM, i can't agree to that 
4474, YOU," would you take the book and one ball , and i will take the rest ? "
4474, THEM, that would be great with me 
4474, YOU, deal 
4474, THEM, deal 
4475,YOU," i'm interested in the book and both balls , or the book and one hat "
4475, THEM, i would like to have both hats and the book . i will definitely give you both balls if you agree to this . 
4475, YOU, i can't agree to that 
4475, THEM," would you take the book and one ball , and i will take the rest ? "
4475, YOU, that would be great with me 
4475, THEM, deal 
4475, YOU, deal 
4476,YOU," hi , can i have the books ? "
4476, THEM, can i at least have one of them ? 
4476, YOU," sorry , that does not work for me "
4476, THEM," ok , i agree to your initial offer then . "
4477,THEM," hi , can i have the books ? "
4477, YOU, can i at least have one of them ? 
4477, THEM," sorry , that does not work for me "
4477, YOU," ok , i agree to your initial offer then . "
4478,YOU, gimme the book and one hat 
4478, THEM, i just want the book 
4478, YOU," same , no deal "
4478, THEM, yeh no deal 
4479,THEM, id like a book and a hat . 
4479, YOU, i would like a book and both basketballs 
4479, THEM," no way , how about you get both hats and both balls but i get the book ? "
4479, YOU, deal 
4479, THEM, agreed . 
4480,YOU, id like a book and a hat . 
4480, THEM, i would like a book and both basketballs 
4480, YOU," no way , how about you get both hats and both balls but i get the book ? "
4480, THEM, deal 
4480, YOU, agreed . 
4481,THEM," hello , how about the ball and 2 hats for me , 2 hats and the book for you ? "
4481, YOU, deal . 
4481, THEM, cool . pleasure doin business with ya . 
4482,YOU," hello , how about the ball and 2 hats for me , 2 hats and the book for you ? "
4482, THEM, deal . 
4482, YOU, cool . pleasure doin business with ya . 
4483,YOU, it's very important to me to get the basketball . it has a lot of sentimental value to me . i'll give you three books for it . 
4483, THEM, and the hat for me ? 
4483, YOU," well , i think i should get the hat as well . you're getting three things that way and i'm only getting two . seems fair . "
4483, THEM, thats not how this works 
4483, YOU," well , we need to work out a deal here . i'll take the basketball and two books if you want 1 book and the hat . "
4483, THEM, ok 
4483, YOU, okay ! 
4484,THEM, it's very important to me to get the basketball . it has a lot of sentimental value to me . i'll give you three books for it . 
4484, YOU, and the hat for me ? 
4484, THEM," well , i think i should get the hat as well . you're getting three things that way and i'm only getting two . seems fair . "
4484, YOU, thats not how this works 
4484, THEM," well , we need to work out a deal here . i'll take the basketball and two books if you want 1 book and the hat . "
4484, YOU, ok 
4484, THEM, okay ! 
4485,YOU, ill take the hats and you can have the rest 
4485, THEM, what if you take 1 hat and 2 books 
4485, YOU, the books are no value to me . i need both hats 
4485, THEM, can you use a ball 
4485, YOU, they are also no valueto me 
4485, THEM, ok you take the hats and i get the rest 
4485, YOU, deal ty 
4486,THEM, ill take the hats and you can have the rest 
4486, YOU, what if you take 1 hat and 2 books 
4486, THEM, the books are no value to me . i need both hats 
4486, YOU, can you use a ball 
4486, THEM, they are also no valueto me 
4486, YOU, ok you take the hats and i get the rest 
4486, THEM, deal ty 
4487,YOU, if i can have the hat and the ball you can have the books 
4487, THEM," no deal . how about i keep the hat and ball , and you can have the books . "
4487, YOU," no , that won't work for me . i can not make a deal without the hat "
4488,YOU," i need the ball and book , you can have the three hats "
4488, THEM, i need the ball or no deal 
4488, YOU, i can't make that deal . i need at least the ball 
4488, THEM, then no deal 
4488, YOU," okay , no deal "
4488, THEM, nd 
4488, YOU," no deal , when does the no deal button appear "
4488, THEM, after a few exchanges 
4488, YOU, nd 
4488, THEM, nd 
4489,THEM," i need the ball and book , you can have the three hats "
4489, YOU, i need the ball or no deal 
4489, THEM, i can't make that deal . i need at least the ball 
4489, YOU, then no deal 
4489, THEM," okay , no deal "
4489, YOU, nd 
4489, THEM," no deal , when does the no deal button appear "
4489, YOU, after a few exchanges 
4489, THEM, nd 
4489, YOU, nd 
4490,THEM," i need the ball , hat and a book "
4490, YOU," i only want the ball , you can have the rest "
4490, THEM, that will not work i have to have the ball or there is no deal to be made 
4490, YOU," can't give you the ball , sorry "
4490, THEM, then we won't b able to make a deal 
4490, YOU," so be it , only the ball is worth something to me "
4490, THEM," okay , no deal then "
4491,YOU," can i have the hat , two balls and one book ? "
4491, THEM, i will give you 2 ball and 1 book 
4491, YOU, deal 
4492,THEM," can i have the hat , two balls and one book ? "
4492, YOU, i will give you 2 ball and 1 book 
4492, THEM, deal 
4493,THEM, i need the book and two balls 
4493, YOU, the balls are yours but i must have the ball 
4493, THEM, i can give you one ball and two hats 
4493, YOU, i meant i need the book . . . the book is primary to me and you can have the rest 
4493, THEM, sure 
4493, YOU, done 
4494,YOU, i need the book and two balls 
4494, THEM, the balls are yours but i must have the ball 
4494, YOU, i can give you one ball and two hats 
4494, THEM, i meant i need the book . . . the book is primary to me and you can have the rest 
4494, YOU, sure 
4494, THEM, done 
4495,THEM, i'll take the hats . you can have the rest . 
4495, YOU, deal . 
4496,YOU, i'll take the hats . you can have the rest . 
4496, THEM, deal . 
4497,THEM, i would like 2 books . you can have the rest 
4497, YOU, deal 
4498,YOU, i would like 2 books . you can have the rest 
4498, THEM, deal 
4499,THEM, i'll take the ball and the book 
4499, YOU, i'll give you the ball and hat . . . 
4499, THEM, ball and all the hats 
4499, YOU, that's a deal . 
4499, THEM, ok thanks 
4500,YOU, i'll take the ball and the book 
4500, THEM, i'll give you the ball and hat . . . 
4500, YOU, ball and all the hats 
4500, THEM, that's a deal . 
4500, YOU, ok thanks 
4501,YOU, i want the hats and balls 
4501, THEM, i would prefer getting the book and balls and at least one hat . 
4501, YOU, i'll give you all the hats and books for the balls 
4501, THEM," ok , that works , i guess . "
4502,THEM, i want the hats and balls 
4502, YOU, i would prefer getting the book and balls and at least one hat . 
4502, THEM, i'll give you all the hats and books for the balls 
4502, YOU," ok , that works , i guess . "
4503,THEM, i want the hat and 2 balls . you can have the other 2 balls and the book 
4503, YOU, no go . give me the hat and take the rest . 
4503, THEM, the hat is the only thing worth something for me 
4503, YOU, okay . then you take the hat and i take the rest . these are your choices . 
4503, THEM, that's fine with me 
4503, YOU, deal . 
4504,YOU, i want the hat and 2 balls . you can have the other 2 balls and the book 
4504, THEM, no go . give me the hat and take the rest . 
4504, YOU, the hat is the only thing worth something for me 
4504, THEM, okay . then you take the hat and i take the rest . these are your choices . 
4504, YOU, that's fine with me 
4504, THEM, deal . 
4505,YOU, i need the hat and a book 
4505, THEM, you can have both books and the hat if i can have all 3 balls 
4505, YOU," i can give you all three balls , but i need that hat "
4505, THEM, go ahead 
4505, YOU, i'll take the hat and both books ? you have all the balls ? 
4506,THEM, i need the hat and a book 
4506, YOU, you can have both books and the hat if i can have all 3 balls 
4506, THEM," i can give you all three balls , but i need that hat "
4506, YOU, go ahead 
4506, THEM, i'll take the hat and both books ? you have all the balls ? 
4507,YOU, i want all the balls and the book 
4507, THEM," no , you can have the book and 1 ball "
4507, YOU," no , the book , 2 balls and a hat "
4507, THEM," no , you can have the book and 1 hat "
4507, YOU," the book and 2 hats , final offer "
4507, THEM, the book and 1 hat final offer 
4507, YOU, add a ball and you have a deal 
4507, THEM, i can't do that 
4507, YOU," just the balls , you can have the rest "
4507, THEM, 1 ball and 1 book 
4507, YOU," 1 book , 2 balls "
4508,THEM, i just need the ball and 1 hat 
4508, YOU, i could give you 1 book if i can have the hats and the other book . 
4508, THEM, i need one hat 
4509,THEM," i'll take the book and the hat , and one ball and you can have the rest of the balls "
4509, YOU," i need the book , you can have the rest "
4509, THEM," okay , i can deal with that . "
4509, YOU, sounds good 
4510,YOU," i'll take the book and the hat , and one ball and you can have the rest of the balls "
4510, THEM," i need the book , you can have the rest "
4510, YOU," okay , i can deal with that . "
4510, THEM, sounds good 
4511,YOU, can i have the hats and a book please ? 
4511, THEM," you can have the hats , i would need everything else "
4511, YOU," i have the hats , but i will need either a book or a ball . or no deal . "
4511, THEM, take the hats and a book 
4511, YOU, deal . 
4512,THEM, can i have the hats and a book please ? 
4512, YOU," you can have the hats , i would need everything else "
4512, THEM," i have the hats , but i will need either a book or a ball . or no deal . "
4512, YOU, take the hats and a book 
4512, THEM, deal . 
4513,YOU, i can give you both books 
4513, THEM, i really need both hats and 1 book 
4513, YOU, how about both books and one hat 
4513, THEM, only if you throw a ball in also 
4513, YOU," no , you can't get both books a hat and a ball . i think it's more than fair to get one hat and both books , leaving us with three and three "
4513, THEM," it doesn't matter the number of objects , it is about the value assigned to each object "
4513, YOU," i understand that , but you're not taking the majority of items , or the value that comes with them . "
4513, THEM," you can't see my values , you don't know what i am getting my final offer is both books , 1 hat and 1 ball "
4513, YOU, no deal 
4513, THEM, what is your final offer 
4513, YOU, you get both books and a hat 
4513, THEM, both hats and a book and we have a deal 
4513, YOU, can't do that 
4514,THEM, i can give you both books 
4514, YOU, i really need both hats and 1 book 
4514, THEM, how about both books and one hat 
4514, YOU, only if you throw a ball in also 
4514, THEM," no , you can't get both books a hat and a ball . i think it's more than fair to get one hat and both books , leaving us with three and three "
4514, YOU," it doesn't matter the number of objects , it is about the value assigned to each object "
4514, THEM," i understand that , but you're not taking the majority of items , or the value that comes with them . "
4514, YOU," you can't see my values , you don't know what i am getting my final offer is both books , 1 hat and 1 ball "
4514, THEM, no deal 
4514, YOU, what is your final offer 
4514, THEM, you get both books and a hat 
4514, YOU, both hats and a book and we have a deal 
4514, THEM, can't do that 
4515,YOU, id like the book and the rest for you 
4515, THEM, ya ok . 
4515, YOU, super 
4516,THEM, id like the book and the rest for you 
4516, YOU, ya ok . 
4516, THEM, super 
4517,YOU, i need the balls and one book 
4517, THEM, you can have the balls but i get the books and the hat . 
4517, YOU, deal 
4518,THEM, i need the balls and one book 
4518, YOU, you can have the balls but i get the books and the hat . 
4518, THEM, deal 
4519,YOU, i'll take 3 books and a ball 
4519, THEM, no take two and a ball 
4519, YOU, i'll take 2 books and the 2 balls 
4519, THEM, i need a ball too 
4519, YOU, okay so how about 2 books and the hat for me 
4519, THEM, good 
4520,THEM, i'll take 3 books and a ball 
4520, YOU, no take two and a ball 
4520, THEM, i'll take 2 books and the 2 balls 
4520, YOU, i need a ball too 
4520, THEM, okay so how about 2 books and the hat for me 
4520, YOU, good 
4521,YOU, i would like the hats and book please 
4521, THEM, what would you accept if i were to get the book ? 
4521, YOU, 2 hats and one ball ? 
4521, THEM, how about two balls and one hat ? 
4521, YOU, i really need both hats 
4521, THEM," ok , how about you take everything except for the hat then . "
4522,THEM, if i can have the book and the ball i will give you the hats 
4522, YOU, can you part with either the book or the ball ? 
4522, THEM, i really can not . can we make it happen with me taking both or will that not work for you ? 
4522, YOU, that'll work . i don't want you to get shafted or anything . 
4522, THEM, i don't want you to get shafted either . okay so i will take the book and ball and you can have the hats 
4523,YOU, if i can have the book and the ball i will give you the hats 
4523, THEM, can you part with either the book or the ball ? 
4523, YOU, i really can not . can we make it happen with me taking both or will that not work for you ? 
4523, THEM, that'll work . i don't want you to get shafted or anything . 
4523, YOU, i don't want you to get shafted either . okay so i will take the book and ball and you can have the hats 
4524,YOU, if i can have the books you can have everything else 
4524, THEM, ok 
4524, YOU, great ! thank you ! 
4525,THEM, if i can have the books you can have everything else 
4525, YOU, ok 
4525, THEM, great ! thank you ! 
4526,THEM, hat and books for me 
4526, YOU, hat and balls to me 
4526, THEM," hat for me , everything else to you "
4526, YOU, deal 
4527,YOU, hat and books for me 
4527, THEM, hat and balls to me 
4527, YOU," hat for me , everything else to you "
4527, THEM, deal 
4528,THEM, i want both hats and the book 
4528, YOU, deal . 
4528, THEM, okay so i take the book and both hats 
4529,YOU, i want both hats and the book 
4529, THEM, deal . 
4529, YOU, okay so i take the book and both hats 
4530,YOU," i would like the ball , and one book , if that's okay ? "
4530, THEM, deal . 
4531,THEM," i would like the ball , and one book , if that's okay ? "
4531, YOU, deal . 
4532,THEM, if i can have the book and one hat you can have the rest 
4532, YOU," alright , that sounds good . "
4532, THEM, thank you ! 
4533,YOU, if i can have the book and one hat you can have the rest 
4533, THEM," alright , that sounds good . "
4533, YOU, thank you ! 
4534,YOU, ill take two balls and thehat 
4534, THEM, i need the hat . . . . . i would take the hat and a book 
4534, YOU, i just want the ball 
4534, THEM, ok . . . . take the ball and i'll take the rest 
4534, YOU, thx 
4535,THEM, ill take two balls and thehat 
4535, YOU, i need the hat . . . . . i would take the hat and a book 
4535, THEM, i just want the ball 
4535, YOU, ok . . . . take the ball and i'll take the rest 
4535, THEM, thx 
4536,THEM," hi , can i have the 2 balls and a hat ? "
4536, YOU, two hats and books for me 
4536, THEM," sure , deal "
4537,YOU," hi , can i have the 2 balls and a hat ? "
4537, THEM, two hats and books for me 
4537, YOU," sure , deal "
4538,YOU, i'd like 1 of each please 
4538, THEM, i definitely need the ball and i really would need the hats too to make it worth it . . . 
4538, YOU," you can have the ball , but i need the book and at least 2 hats . "
4538, THEM, can i have the ball and two hats ? 
4538, YOU, you can have the ball and 1 hat in order for it to be worth it for me 
4538, THEM, deal . 
4538, YOU, deal 
4539,THEM, i'd like 1 of each please 
4539, YOU, i definitely need the ball and i really would need the hats too to make it worth it . . . 
4539, THEM," you can have the ball , but i need the book and at least 2 hats . "
4539, YOU, can i have the ball and two hats ? 
4539, THEM, you can have the ball and 1 hat in order for it to be worth it for me 
4539, YOU, deal . 
4539, THEM, deal 
4540,THEM, i need the ball and the hat 
4540, YOU, i'll give you two balls and one hat . 
4540, THEM, you mean 2 books ? 
4540, YOU, two books and one hat . 
4540, THEM, i need the ball 
4540, YOU, no ball . i'll give you everything else / 
4540, THEM, how about i take the ball and you get everything else ? 
4540, YOU, nope . 
4540, THEM, ok you take the ball i will have everything else 
4540, YOU, deal 
4541,YOU, i need the ball and the hat 
4541, THEM, i'll give you two balls and one hat . 
4541, YOU, you mean 2 books ? 
4541, THEM, two books and one hat . 
4541, YOU, i need the ball 
4541, THEM, no ball . i'll give you everything else / 
4541, YOU, how about i take the ball and you get everything else ? 
4541, THEM, nope . 
4541, YOU, ok you take the ball i will have everything else 
4541, THEM, deal 
4542,YOU, i'd all the hats and books 
4542, THEM, no deal i will take the basketballs and the book and you can have the hats 
4542, YOU, how about i get all the books and 1 hat ? 
4542, THEM, deal 
4543,THEM, i'd all the hats and books 
4543, YOU, no deal i will take the basketballs and the book and you can have the hats 
4543, THEM, how about i get all the books and 1 hat ? 
4543, YOU, deal 
4544,THEM, i'd like books and 1 hat or 1 ball . 
4544, YOU," take books and hat , i'll take the ball . "
