item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
2,3,1,1,3,1,2,0,1,10,3,0,9,agree,THEM: i need a hat <eos> YOU: and i can have the rest ? <eos> THEM: sure <eos> YOU: deal <eos> THEM: <selection>,7761
2,0,1,10,3,0,2,3,1,1,3,1,10,agree,YOU: i need a hat <eos> THEM: and i can have the rest ? <eos> YOU: sure <eos> THEM: deal <eos> YOU: <selection>,7762
2,0,1,2,2,4,2,2,1,0,2,3,NA,agree,"YOU: hello ! i'd like the two balls and the hat , you can have the books . <eos> THEM: no deal <eos> YOU: ok , i'd need two balls . you can have the hat and both books then . <eos> THEM: how about no <eos> YOU: well you're not offering me any ideas . what are you offering ? <eos> THEM: i can give you hat and one book <eos> YOU: i'm unable to do that . at the very least , i'd need both balls , you keep the hat and both books . <eos> THEM: yeah not gonna happen , just click on no deal <eos> YOU: ok , no deal . we have to keep saying , ""no deal"" until the button becomes active . <eos> THEM: no deal <eos> YOU: <selection>",7763
2,2,1,0,2,3,2,0,1,2,2,4,NA,agree,"THEM: hello ! i'd like the two balls and the hat , you can have the books . <eos> YOU: no deal <eos> THEM: ok , i'd need two balls . you can have the hat and both books then . <eos> YOU: how about no <eos> THEM: well you're not offering me any ideas . what are you offering ? <eos> YOU: i can give you hat and one book <eos> THEM: i'm unable to do that . at the very least , i'd need both balls , you keep the hat and both books . <eos> YOU: yeah not gonna happen , just click on no deal <eos> THEM: ok , no deal . we have to keep saying , ""no deal"" until the button becomes active . <eos> YOU: no deal <eos> THEM: <selection>",7764
3,1,1,5,2,1,3,0,1,0,2,5,7,agree,"THEM: i would like 2 balls and 1 book <eos> YOU: ok , so 1 hat , 2 books for me , 2 balls 1 hat for you ? <eos> THEM: deal <eos> YOU: oops meant to say 2 balls 1 book for you <eos> THEM: <selection>",7765
3,0,1,0,2,5,3,1,1,5,2,1,10,agree,"YOU: i would like 2 balls and 1 book <eos> THEM: ok , so 1 hat , 2 books for me , 2 balls 1 hat for you ? <eos> YOU: deal <eos> THEM: oops meant to say 2 balls 1 book for you <eos> YOU: <selection>",7766
3,1,1,2,1,5,3,0,1,3,1,7,6,disagree,YOU: i just want the hat and ball <eos> THEM: me too <eos> YOU: ok what about i take the ball and 1 book then ? <eos> THEM: i will give you the ball if you give me everything else <eos> YOU: <selection>,7767
3,0,1,3,1,7,3,1,1,2,1,5,3,disagree,THEM: i just want the hat and ball <eos> YOU: me too <eos> THEM: ok what about i take the ball and 1 book then ? <eos> YOU: i will give you the ball if you give me everything else <eos> THEM: <selection>,7768
4,1,1,1,1,5,4,0,1,9,1,1,9,agree,"YOU: i'll take a book , ball and hat <eos> THEM: or now bare with me you can have everything and just let me have the hat . <eos> YOU: ok <eos> THEM: <selection>",7769
4,0,1,9,1,1,4,1,1,1,1,5,9,agree,"THEM: i'll take a book , ball and hat <eos> YOU: or now bare with me you can have everything and just let me have the hat . <eos> THEM: ok <eos> YOU: <selection>",7770
4,1,1,6,1,0,4,1,1,4,1,2,6,agree,YOU: i want the hat and three books . <eos> THEM: i want the hat and ball <eos> YOU: what can i give up in order to keep the hat ? <eos> THEM: i would need all the books and the ball <eos> YOU: done . <eos> THEM: <selection>,7771
4,1,1,4,1,2,4,1,1,6,1,0,6,agree,THEM: i want the hat and three books . <eos> YOU: i want the hat and ball <eos> THEM: what can i give up in order to keep the hat ? <eos> YOU: i would need all the books and the ball <eos> THEM: done . <eos> YOU: <selection>,7772
4,1,1,5,1,1,4,0,1,4,1,6,6,agree,THEM: i need the ball and the hat you can have the books <eos> YOU: i need the hat and 2 books <eos> THEM: if you take the hat i need the ball and 3 books <eos> YOU: ok <eos> THEM: great <eos> YOU: <selection>,7773
4,0,1,4,1,6,4,1,1,5,1,1,6,agree,YOU: i need the ball and the hat you can have the books <eos> THEM: i need the hat and 2 books <eos> YOU: if you take the hat i need the ball and 3 books <eos> THEM: ok <eos> YOU: great <eos> THEM: <selection>,7774
4,1,2,3,1,0,4,0,2,4,1,2,4,disagree,"YOU: i want 2 hats and 2 books please <eos> THEM: give me two hats and the ball and you could take all the books <eos> YOU: the books are no use to me , at the very least i need the 2 hats <eos> THEM: <selection>",7775
3,0,1,10,2,0,3,1,1,5,2,1,10,agree,YOU: i'll take the hat <eos> THEM: hmm i'm not sure . it is a very nice hat . <eos> YOU: you get everything else <eos> THEM: okay i guess that works . <eos> YOU: <selection>,7776
3,1,1,5,2,1,3,0,1,10,2,0,5,agree,THEM: i'll take the hat <eos> YOU: hmm i'm not sure . it is a very nice hat . <eos> THEM: you get everything else <eos> YOU: okay i guess that works . <eos> THEM: <selection>,7777
2,0,2,2,1,6,2,2,2,1,1,4,6,agree,"THEM: i want the ball and 2 books <eos> YOU: i need the ball , you can have the rest <eos> THEM: ok so ball for you rest for me <eos> YOU: deal <eos> THEM: <selection>",7778
2,2,2,1,1,4,2,0,2,2,1,6,6,agree,"YOU: i want the ball and 2 books <eos> THEM: i need the ball , you can have the rest <eos> YOU: ok so ball for you rest for me <eos> THEM: deal <eos> YOU: <selection>",7779
3,1,1,1,2,3,3,1,1,3,2,2,5,agree,"THEM: i'd like the balls and the hat , you can have the books . <eos> YOU: i need one ball and two books , the rest to you <eos> THEM: suppose that's close to fair . . <eos> YOU: <selection>",7780
3,1,1,3,2,2,3,1,1,1,2,3,6,agree,"YOU: i'd like the balls and the hat , you can have the books . <eos> THEM: i need one ball and two books , the rest to you <eos> YOU: suppose that's close to fair . . <eos> THEM: <selection>",7781
1,1,3,0,1,9,1,0,3,1,1,7,10,disagree,YOU: i'll take ball and book if you take the hats <eos> THEM: no . i want 1 ball and 1 hat <eos> YOU: i need the ball <eos> THEM: so do i <eos> YOU: guess we are stuck then . . . . . click on no deal when it pops up <eos> THEM: yep no deal <eos> YOU: yep <eos> THEM: <selection>,7782
2,5,1,0,2,0,2,3,1,2,2,1,5,agree,"YOU: i'd like to have the books , the rest you can have <eos> THEM: i'd like at least one book and the rest of the other stuff . <eos> YOU: deal ! <eos> THEM: <selection>",7783
2,3,1,2,2,1,2,5,1,0,2,0,7,agree,"THEM: i'd like to have the books , the rest you can have <eos> YOU: i'd like at least one book and the rest of the other stuff . <eos> THEM: deal ! <eos> YOU: <selection>",7784
2,2,1,6,2,0,2,1,1,6,2,1,10,disagree,YOU: if i can have the hat and the books you can have the balls <eos> THEM: <selection>,7785
1,0,3,0,2,5,1,5,3,1,2,1,10,agree,YOU: 2 balls and 1 hat for me ; the rest is yours <eos> THEM: deal . <eos> YOU: <selection>,7786
1,5,3,1,2,1,1,0,3,0,2,5,7,agree,THEM: 2 balls and 1 hat for me ; the rest is yours <eos> YOU: deal . <eos> THEM: <selection>,7787
2,4,1,0,2,1,2,0,1,8,2,1,8,agree,"THEM: i'll take hat and books . <eos> YOU: how about the hat , one book and one ball ? <eos> THEM: i'll take the hat and can trade the books for the balls <eos> YOU: ok . sounds good . <eos> THEM: <selection>",7788
2,0,1,8,2,1,2,4,1,0,2,1,10,agree,"YOU: i'll take hat and books . <eos> THEM: how about the hat , one book and one ball ? <eos> YOU: i'll take the hat and can trade the books for the balls <eos> THEM: ok . sounds good . <eos> YOU: <selection>",7789
3,3,3,0,1,1,3,2,3,1,1,1,NA,agree,"THEM: if i can have the books and two hats you can have the rest <eos> YOU: the books are very valuable for me , too . i <eos> THEM: i need all of the books and at least one other item to make a deal <eos> YOU: i really don't think we can make a deal , then . the books are 3 each for me . <eos> THEM: okay no deal . sorry . <eos> YOU: no deal <eos> THEM: no deal . <eos> YOU: no deal <eos> THEM: no deal . <eos> YOU: no deal <eos> THEM: <selection>",7790
3,2,3,1,1,1,3,3,3,0,1,1,NA,agree,"YOU: if i can have the books and two hats you can have the rest <eos> THEM: the books are very valuable for me , too . i <eos> YOU: i need all of the books and at least one other item to make a deal <eos> THEM: i really don't think we can make a deal , then . the books are 3 each for me . <eos> YOU: okay no deal . sorry . <eos> THEM: no deal <eos> YOU: no deal . <eos> THEM: no deal <eos> YOU: no deal . <eos> THEM: no deal <eos> YOU: <selection>",7791
1,0,2,2,2,3,1,6,2,1,2,1,7,agree,THEM: i want one of each <eos> YOU: gimme balls and a hat <eos> THEM: how about both hats and i keep the book and ball <eos> YOU: one ball and both hats for me <eos> THEM: <selection>,7792
1,6,2,1,2,1,1,0,2,2,2,3,7,agree,YOU: i want one of each <eos> THEM: gimme balls and a hat <eos> YOU: how about both hats and i keep the book and ball <eos> THEM: one ball and both hats for me <eos> YOU: <selection>,7793
3,1,1,7,2,0,3,1,1,3,2,2,8,agree,"YOU: i'll take the hat and books and give you the balls <eos> THEM: i can't . how about i take the hat and two balls and you get three books ? <eos> YOU: giving up the hat isn't an option for me <eos> THEM: fine then i'll take two balls and three books and you can have the hat <eos> YOU: i need at least one book and the hat to make a deal , you are getting 4 items and i'm getting 2 <eos> THEM: fine you can have one book and i'll take two books and the two balls . good ? <eos> YOU: sounds good <eos> THEM: <selection>",7794
3,1,1,3,2,2,3,1,1,7,2,0,6,agree,"THEM: i'll take the hat and books and give you the balls <eos> YOU: i can't . how about i take the hat and two balls and you get three books ? <eos> THEM: giving up the hat isn't an option for me <eos> YOU: fine then i'll take two balls and three books and you can have the hat <eos> THEM: i need at least one book and the hat to make a deal , you are getting 4 items and i'm getting 2 <eos> YOU: fine you can have one book and i'll take two books and the two balls . good ? <eos> THEM: sounds good <eos> YOU: <selection>",7795
2,4,2,1,1,0,2,0,2,1,1,8,9,agree,THEM: how about a ball and a book ? <eos> YOU: you can have the ball and a hat . does that work ? <eos> THEM: <selection>,7796
2,0,2,1,1,8,2,4,2,1,1,0,9,agree,YOU: how about a ball and a book ? <eos> THEM: you can have the ball and a hat . does that work ? <eos> YOU: <selection>,7797
2,2,1,0,3,2,2,2,1,3,3,1,6,disagree,YOU: lemme get two balls and a book <eos> THEM: get 1 ball <eos> YOU: 1 ball 2 books <eos> THEM: ok sure <eos> YOU: <selection>,7798
2,2,1,3,3,1,2,2,1,0,3,2,5,disagree,THEM: lemme get two balls and a book <eos> YOU: get 1 ball <eos> THEM: 1 ball 2 books <eos> YOU: ok sure <eos> THEM: <selection>,7799
3,0,1,10,3,0,3,1,1,4,3,1,10,agree,YOU: i wear hat you get book and ball to deal <eos> THEM: ok so i get all the books and all the balls . deal ? <eos> YOU: yea deal <eos> THEM: <selection>,7800
3,1,1,4,3,1,3,0,1,10,3,0,6,agree,THEM: i wear hat you get book and ball to deal <eos> YOU: ok so i get all the books and all the balls . deal ? <eos> THEM: yea deal <eos> YOU: <selection>,7801
1,2,1,8,4,0,1,2,1,0,4,2,8,agree,YOU: give me hat <eos> THEM: and i can have the rest ? <eos> YOU: yes <eos> THEM: <selection>,7802
1,2,1,0,4,2,1,2,1,8,4,0,10,agree,THEM: give me hat <eos> YOU: and i can have the rest ? <eos> THEM: yes <eos> YOU: <selection>,7803
2,2,2,0,3,2,2,0,2,2,3,2,8,agree,THEM: can i have 2 balls and 1 hat <eos> YOU: how about you take two hats and a ball instead ? <eos> THEM: <selection>,7804
2,0,2,2,3,2,2,2,2,0,3,2,6,agree,YOU: can i have 2 balls and 1 hat <eos> THEM: how about you take two hats and a ball instead ? <eos> YOU: <selection>,7805
1,7,3,1,2,0,1,2,3,0,2,4,9,agree,"YOU: can i have the book and you keep the rest ? <eos> THEM: i'd like two balls , and a hat <eos> YOU: okay , i'll take the book and two hats . <eos> THEM: okay , deal <eos> YOU: <selection>",7806
1,2,3,0,2,4,1,7,3,1,2,0,8,agree,"THEM: can i have the book and you keep the rest ? <eos> YOU: i'd like two balls , and a hat <eos> THEM: okay , i'll take the book and two hats . <eos> YOU: okay , deal <eos> THEM: <selection>",7807
3,0,2,1,1,8,3,3,2,0,1,1,8,disagree,"THEM: how does this deal work for you ? <eos> YOU: i just want one ball , you can have everything else . <eos> THEM: <selection>",7808
3,3,2,0,1,1,3,0,2,1,1,8,10,disagree,"YOU: how does this deal work for you ? <eos> THEM: i just want one ball , you can have everything else . <eos> YOU: <selection>",7809
1,0,2,3,2,2,1,2,2,2,2,2,6,agree,THEM: what would you like <eos> YOU: 2 hats and 1 ball <eos> THEM: no can do <eos> YOU: ok so in a negotiation you counter <eos> THEM: you take one book only <eos> YOU: i dont need the book <eos> THEM: then one hat one ball for you <eos> YOU: 2 hats rest for you <eos> THEM: deal <eos> YOU: <selection>,7810
1,2,2,2,2,2,1,0,2,3,2,2,6,agree,YOU: what would you like <eos> THEM: 2 hats and 1 ball <eos> YOU: no can do <eos> THEM: ok so in a negotiation you counter <eos> YOU: you take one book only <eos> THEM: i dont need the book <eos> YOU: then one hat one ball for you <eos> THEM: 2 hats rest for you <eos> YOU: deal <eos> THEM: <selection>,7811
4,1,1,2,2,2,4,0,1,10,2,0,8,agree,"THEM: hi , i only need the hat <eos> YOU: okay <eos> THEM: <selection>",7812
4,0,1,10,2,0,4,1,1,2,2,2,10,agree,"YOU: hi , i only need the hat <eos> THEM: okay <eos> YOU: <selection>",7813
2,1,2,3,1,2,2,2,2,2,1,2,8,agree,THEM: i really must have four items . and you can pick whichever you would like to keep . <eos> YOU: no deal . i need the hats and the ball you can have the books <eos> THEM: can you possibly take the books and i get the rest . <eos> YOU: no i can not accept that deal . i need what i stated above or no deal . <eos> THEM: ok i get the books and you can have the rest . n <eos> YOU: okay deal . thank you ! <eos> THEM: <selection>,7814
2,2,2,2,1,2,2,1,2,3,1,2,4,agree,YOU: i really must have four items . and you can pick whichever you would like to keep . <eos> THEM: no deal . i need the hats and the ball you can have the books <eos> YOU: can you possibly take the books and i get the rest . <eos> THEM: no i can not accept that deal . i need what i stated above or no deal . <eos> YOU: ok i get the books and you can have the rest . n <eos> THEM: okay deal . thank you ! <eos> YOU: <selection>,7815
3,0,3,3,1,1,3,1,3,0,1,7,9,agree,"YOU: give me hats and ball <eos> THEM: you have all hats , but i need all books and the 1 ball is a must for me . <eos> YOU: deal <eos> THEM: thanks , i'm taking 3 books and 1 ball . <eos> YOU: <selection>",7816
3,1,3,0,1,7,3,0,3,3,1,1,10,agree,"THEM: give me hats and ball <eos> YOU: you have all hats , but i need all books and the 1 ball is a must for me . <eos> THEM: deal <eos> YOU: thanks , i'm taking 3 books and 1 ball . <eos> THEM: <selection>",7817
1,0,2,4,2,1,1,4,2,0,2,3,8,agree,"YOU: gimme hat <eos> THEM: that's all you want is hats ? <eos> YOU: yes , gimme <eos> THEM: deal . <eos> YOU: <selection>",7818
1,4,2,0,2,3,1,0,2,4,2,1,10,agree,"THEM: gimme hat <eos> YOU: that's all you want is hats ? <eos> THEM: yes , gimme <eos> YOU: deal . <eos> THEM: <selection>",7819
1,5,3,1,2,1,1,0,3,2,2,2,7,agree,"YOU: i want one of each <eos> THEM: i need the hats and you can have the books and the balls <eos> YOU: can i have 1 hat , book and 2 balls ? <eos> THEM: i have to have the hats <eos> YOU: okay - book & 2 balls for me <eos> THEM: sounds good <eos> YOU: <selection>",7820
1,0,3,2,2,2,1,5,3,1,2,1,6,agree,"THEM: i want one of each <eos> YOU: i need the hats and you can have the books and the balls <eos> THEM: can i have 1 hat , book and 2 balls ? <eos> YOU: i have to have the hats <eos> THEM: okay - book & 2 balls for me <eos> YOU: sounds good <eos> THEM: <selection>",7821
1,3,3,0,1,7,1,1,3,2,1,3,10,agree,YOU: i want the ball and book <eos> THEM: would you trade the ball for a hat ? <eos> YOU: no <eos> THEM: i agree with your initial offer . <eos> YOU: <selection>,7822
1,1,3,2,1,3,1,3,3,0,1,7,6,agree,THEM: i want the ball and book <eos> YOU: would you trade the ball for a hat ? <eos> THEM: no <eos> YOU: i agree with your initial offer . <eos> THEM: <selection>,7823
2,0,1,2,2,4,2,1,1,4,2,2,8,agree,"YOU: i want the balls and hat . <eos> THEM: i can give the balls if i get the hat and the books <eos> YOU: ok , i take the balls and you take the rest . <eos> THEM: deal <eos> YOU: <selection>",7824
2,1,1,4,2,2,2,0,1,2,2,4,6,agree,"THEM: i want the balls and hat . <eos> YOU: i can give the balls if i get the hat and the books <eos> THEM: ok , i take the balls and you take the rest . <eos> YOU: deal <eos> THEM: <selection>",7825
1,0,1,4,3,2,1,1,1,9,3,0,NA,agree,"THEM: i want the hat and and 2 balls . <eos> YOU: i want the hat and 1 ball . you take the rest <eos> THEM: i'll take the book but , i'll trade the hat for the rest of the balls . <eos> YOU: i need at least one book to get two points <eos> THEM: i need the hat or i get no points . <eos> YOU: the hat is only worth 1 point for me and the ball one point for me <eos> THEM: ill take the hat and one ball and leave you with the rest . <eos> YOU: if i do that i have no points the book is 0 value <eos> THEM: fine ill take the hat and the book . <eos> YOU: you get book and two balls . deals <eos> THEM: the hat is deal breaker . <eos> YOU: <selection>",7826
1,1,1,9,3,0,1,0,1,4,3,2,NA,agree,"YOU: i want the hat and and 2 balls . <eos> THEM: i want the hat and 1 ball . you take the rest <eos> YOU: i'll take the book but , i'll trade the hat for the rest of the balls . <eos> THEM: i need at least one book to get two points <eos> YOU: i need the hat or i get no points . <eos> THEM: the hat is only worth 1 point for me and the ball one point for me <eos> YOU: ill take the hat and one ball and leave you with the rest . <eos> THEM: if i do that i have no points the book is 0 value <eos> YOU: fine ill take the hat and the book . <eos> THEM: you get book and two balls . deals <eos> YOU: the hat is deal breaker . <eos> THEM: <selection>",7827
4,1,1,6,1,0,4,0,1,3,1,7,8,agree,THEM: you can take all the books if i can have the hat and ball . <eos> YOU: i want the hat and all the books <eos> THEM: that hardly seems fair . <eos> YOU: okay ill take the hat and half the books <eos> THEM: ok <eos> YOU: <selection>,7828
4,0,1,3,1,7,4,1,1,6,1,0,7,agree,YOU: you can take all the books if i can have the hat and ball . <eos> THEM: i want the hat and all the books <eos> YOU: that hardly seems fair . <eos> THEM: okay ill take the hat and half the books <eos> YOU: ok <eos> THEM: <selection>,7829
2,2,1,3,3,1,2,2,1,3,3,1,5,agree,"YOU: how about i get 1 book , the hat , and 1 ball ? <eos> THEM: would yuo be willing to have all three balls and a book <eos> YOU: sure <eos> THEM: <selection>",7830
2,2,1,3,3,1,2,2,1,3,3,1,5,agree,"THEM: how about i get 1 book , the hat , and 1 ball ? <eos> YOU: would yuo be willing to have all three balls and a book <eos> THEM: sure <eos> YOU: <selection>",7831
2,2,2,3,1,0,2,0,2,2,1,6,7,agree,THEM: i want the ball and hats . <eos> YOU: i need the hats and 1 book <eos> THEM: how about you get one hat and two books ? <eos> YOU: okay <eos> THEM: <selection>,7832
2,0,2,2,1,6,2,2,2,3,1,0,8,agree,YOU: i want the ball and hats . <eos> THEM: i need the hats and 1 book <eos> YOU: how about you get one hat and two books ? <eos> THEM: okay <eos> YOU: <selection>,7833
1,0,2,4,2,1,1,6,2,0,2,2,9,agree,THEM: i want the book and a ball <eos> YOU: ok <eos> THEM: <selection>,7834
1,6,2,0,2,2,1,0,2,4,2,1,8,agree,YOU: i want the book and a ball <eos> THEM: ok <eos> YOU: <selection>,7835
2,1,3,2,1,2,2,1,3,2,1,2,5,agree,"THEM: i would like the hats and the ball . <eos> YOU: unfortunately me too . . . which item is your most valuable ? the ball ? <eos> THEM: i value the hats and the ball the same . which is more valuable for you ? <eos> YOU: hats and ball are the same ; do books hold any value to you ? <eos> THEM: a little . how about i take two hats and a book and you take the rest ? <eos> YOU: i suppose that's fair down the middle . <eos> THEM: ok , i agree then . <eos> YOU: <selection>",7836
2,1,3,2,1,2,2,1,3,2,1,2,5,agree,"YOU: i would like the hats and the ball . <eos> THEM: unfortunately me too . . . which item is your most valuable ? the ball ? <eos> YOU: i value the hats and the ball the same . which is more valuable for you ? <eos> THEM: hats and ball are the same ; do books hold any value to you ? <eos> YOU: a little . how about i take two hats and a book and you take the rest ? <eos> THEM: i suppose that's fair down the middle . <eos> YOU: ok , i agree then . <eos> THEM: <selection>",7837
3,3,1,1,2,0,3,1,1,3,2,2,9,agree,YOU: i need all three books you can have the rest . <eos> THEM: i'll take that deal <eos> YOU: okay agreed . <eos> THEM: <selection>,7838
3,1,1,3,2,2,3,3,1,1,2,0,7,agree,THEM: i need all three books you can have the rest . <eos> YOU: i'll take that deal <eos> THEM: okay agreed . <eos> YOU: <selection>,7839
2,0,2,1,1,8,2,2,2,3,1,0,8,agree,YOU: i want the ball and a hat <eos> THEM: would you accept the ball and a book instead ? <eos> YOU: ok <eos> THEM: <selection>,7840
2,2,2,3,1,0,2,0,2,1,1,8,8,agree,THEM: i want the ball and a hat <eos> YOU: would you accept the ball and a book instead ? <eos> THEM: ok <eos> YOU: <selection>,7841
1,2,3,0,2,4,1,4,3,2,2,0,8,agree,"YOU: hello . i'd like two balls please <eos> THEM: deal , and i get rest <eos> YOU: great <eos> THEM: <selection>",7842
1,4,3,2,2,0,1,2,3,0,2,4,10,agree,"THEM: hello . i'd like two balls please <eos> YOU: deal , and i get rest <eos> THEM: great <eos> YOU: <selection>",7843
2,0,1,7,3,1,2,4,1,2,3,0,8,agree,THEM: i need the books and the hat you can have the balls <eos> YOU: i need the hat and at least one ball <eos> THEM: you can have the hat and 1 ball if i get the rest <eos> YOU: deal <eos> THEM: <selection>,7844
2,4,1,2,3,0,2,0,1,7,3,1,8,agree,YOU: i need the books and the hat you can have the balls <eos> THEM: i need the hat and at least one ball <eos> YOU: you can have the hat and 1 ball if i get the rest <eos> THEM: deal <eos> YOU: <selection>,7845
2,0,1,6,2,2,2,3,1,2,2,1,10,agree,THEM: i'll take books and hat if that's ok <eos> YOU: i cant do that . i need 1 of each myself <eos> THEM: figures . . . . . the last deal of the day and they make the layout a bad one . . . . . i would need one of each as well <eos> YOU: how about 1 hat and 2 balls for me ? <eos> THEM: ok <eos> YOU: <selection>,7846
2,3,1,2,2,1,2,0,1,6,2,2,6,agree,YOU: i'll take books and hat if that's ok <eos> THEM: i cant do that . i need 1 of each myself <eos> YOU: figures . . . . . the last deal of the day and they make the layout a bad one . . . . . i would need one of each as well <eos> THEM: how about 1 hat and 2 balls for me ? <eos> YOU: ok <eos> THEM: <selection>,7847
1,6,1,1,3,1,1,4,1,6,3,0,7,agree,"THEM: i need hat and book 3 balls for you <eos> YOU: no can do , i also need the book <eos> THEM: i can do hat and 2 balls , rest for you <eos> YOU: so i'll get the book and 1 ball then ? <eos> THEM: yes <eos> YOU: <selection>",7848
1,4,1,6,3,0,1,6,1,1,3,1,6,agree,"YOU: i need hat and book 3 balls for you <eos> THEM: no can do , i also need the book <eos> YOU: i can do hat and 2 balls , rest for you <eos> THEM: so i'll get the book and 1 ball then ? <eos> YOU: yes <eos> THEM: <selection>",7849
1,0,3,2,1,4,1,2,3,0,1,8,6,agree,"THEM: i'd like the ball and the book <eos> YOU: you can have the book , but i need the ball and 2 hats <eos> THEM: i have to have the ball if anything <eos> YOU: i do not want the book you can have the book . i want 3 hats for sure , ball lets discuss <eos> THEM: you can everything but the ball <eos> YOU: fine i will take that deal <eos> THEM: <selection>",7850
1,2,3,0,1,8,1,0,3,2,1,4,8,agree,"YOU: i'd like the ball and the book <eos> THEM: you can have the book , but i need the ball and 2 hats <eos> YOU: i have to have the ball if anything <eos> THEM: i do not want the book you can have the book . i want 3 hats for sure , ball lets discuss <eos> YOU: you can everything but the ball <eos> THEM: fine i will take that deal <eos> YOU: <selection>",7851
1,8,3,0,1,2,1,2,3,2,1,2,10,agree,THEM: give me hats <eos> YOU: take all the hats . i`ll take the book and the ball <eos> THEM: ok deal <eos> YOU: <selection>,7852
1,2,3,2,1,2,1,8,3,0,1,2,6,agree,YOU: give me hats <eos> THEM: take all the hats . i`ll take the book and the ball <eos> YOU: ok deal <eos> THEM: <selection>,7853
1,6,1,1,3,1,1,2,1,8,3,0,7,agree,"THEM: i'd like one of each <eos> YOU: no can do , you can have two balls and one hat <eos> THEM: how about if i take the hat and book ? <eos> YOU: book is mine <eos> THEM: alright , then i get the rest ? <eos> YOU: and i get one ball <eos> THEM: deal <eos> YOU: <selection>",7854
1,2,1,8,3,0,1,6,1,1,3,1,8,agree,"YOU: i'd like one of each <eos> THEM: no can do , you can have two balls and one hat <eos> YOU: how about if i take the hat and book ? <eos> THEM: book is mine <eos> YOU: alright , then i get the rest ? <eos> THEM: and i get one ball <eos> YOU: deal <eos> THEM: <selection>",7855
3,2,1,0,2,2,3,2,1,4,2,0,8,agree,YOU: i need the books and 1 ball <eos> THEM: could i have the hat and one book and you take both balls and two books ? <eos> YOU: sure <eos> THEM: <selection>,7856
3,2,1,4,2,0,3,2,1,0,2,2,6,agree,THEM: i need the books and 1 ball <eos> YOU: could i have the hat and one book and you take both balls and two books ? <eos> THEM: sure <eos> YOU: <selection>,7857
2,2,2,1,1,4,2,0,2,0,1,10,6,agree,"YOU: i will take the basketball and 2 books you take the hats <eos> THEM: i need the ball , you can have everything else <eos> YOU: deal <eos> THEM: <selection>",7858
2,0,2,0,1,10,2,2,2,1,1,4,10,agree,"THEM: i will take the basketball and 2 books you take the hats <eos> YOU: i need the ball , you can have everything else <eos> THEM: deal <eos> YOU: <selection>",7859
2,2,3,1,1,3,2,3,3,0,1,4,5,agree,"THEM: i'd love to keep the ball and 2 books ; you can keep the hats <eos> YOU: let me think , you can have the ball , i need one book and two hats <eos> THEM: unfortunately hats are worthless to me . . . any chance you can just take the hats ? : ) <eos> YOU: i'll take the three hats , and one book <eos> THEM: i feel like that was some form of backwards jedi mindtrick , but deal . <eos> YOU: giggles , thanks <eos> THEM: <selection>",7860
2,3,3,0,1,4,2,2,3,1,1,3,7,agree,"YOU: i'd love to keep the ball and 2 books ; you can keep the hats <eos> THEM: let me think , you can have the ball , i need one book and two hats <eos> YOU: unfortunately hats are worthless to me . . . any chance you can just take the hats ? : ) <eos> THEM: i'll take the three hats , and one book <eos> YOU: i feel like that was some form of backwards jedi mindtrick , but deal . <eos> THEM: giggles , thanks <eos> YOU: <selection>",7861
4,0,1,6,1,4,4,1,1,0,1,6,6,agree,YOU: you can have all the books if i can have the hat and the ball . <eos> THEM: i need the ball and 1 book <eos> YOU: no chance you'll just take the four books eh ? <eos> THEM: nope <eos> YOU: alright i'm taking 3 books and the hat . <eos> THEM: okay <eos> YOU: <selection>,7862
4,1,1,0,1,6,4,0,1,6,1,4,7,agree,THEM: you can have all the books if i can have the hat and the ball . <eos> YOU: i need the ball and 1 book <eos> THEM: no chance you'll just take the four books eh ? <eos> YOU: nope <eos> THEM: alright i'm taking 3 books and the hat . <eos> YOU: okay <eos> THEM: <selection>,7863
3,0,1,3,1,7,3,1,1,1,1,6,10,disagree,THEM: i need the ball and the books you can have the hat <eos> YOU: i'll give you 2 books and the hat but i keep the ball and a book <eos> THEM: i have to have the ball or no deal <eos> YOU: no deal then <eos> THEM: no deal <eos> YOU: <selection>,7864
4,1,1,5,1,1,4,1,1,5,1,1,5,disagree,"YOU: what would you like today ? <eos> THEM: i'd like the hat and some books , but negotiable after the hat . <eos> YOU: i am an albino - i need the hat but will negotiate on the books <eos> THEM: only way this can be fair without the hat is you taking the hat and me taking everything else ? <eos> YOU: i can do that <eos> THEM: least i can get half my points - deal ! <eos> YOU: <selection>",7865
4,1,1,5,1,1,4,1,1,5,1,1,5,disagree,"THEM: what would you like today ? <eos> YOU: i'd like the hat and some books , but negotiable after the hat . <eos> THEM: i am an albino - i need the hat but will negotiate on the books <eos> YOU: only way this can be fair without the hat is you taking the hat and me taking everything else ? <eos> THEM: i can do that <eos> YOU: least i can get half my points - deal ! <eos> THEM: <selection>",7866
1,2,4,0,1,8,1,1,4,2,1,1,10,agree,YOU: i can't part with the ball at all . <eos> THEM: fine then i'll take ther est . <eos> YOU: but i'd also like the book . <eos> THEM: okay ! <eos> YOU: <selection>,7867
1,1,4,2,1,1,1,2,4,0,1,8,8,agree,THEM: i can't part with the ball at all . <eos> YOU: fine then i'll take ther est . <eos> THEM: but i'd also like the book . <eos> YOU: okay ! <eos> THEM: <selection>,7868
