id,group,turn,youthem,text
5949,2975,4,1, YOU: thanks . its a deal . 
5950,2975,1,1,YOU: i will take the hat and the ball you can have all the books . 
5950,2975,2,0," THEM: now see , i promised my dying son i'd play one last game of basketball with him . i need that ball . "
5950,2975,3,1," YOU: alright , alright - you take the books and the ball . i will ride off on my horse with that hat . "
5950,2975,4,0, THEM: thanks . its a deal . 
5951,2976,1,1,YOU: i'll take 3 balls and the hat 
5951,2976,2,0, THEM: deal 
5952,2976,1,0,THEM: i'll take 3 balls and the hat 
5952,2976,2,1, YOU: deal 
5953,2977,1,0,"THEM: i want the books , you can have the rest "
5953,2977,2,1, YOU: okay 
5953,2977,3,0, THEM: deal 
5954,2977,1,1,"YOU: i want the books , you can have the rest "
5954,2977,2,0, THEM: okay 
5954,2977,3,1, YOU: deal 
5955,2978,1,1,YOU: i would like the books and the hats 
5955,2978,2,0, THEM: i will take the balls but you have to give me atleast one hat or a book 
5955,2978,3,1, YOU: you can have 1 hat along with the balls . deal ? 
5955,2978,4,0, THEM: done deal 
5956,2978,1,0,THEM: i would like the books and the hats 
5956,2978,2,1, YOU: i will take the balls but you have to give me atleast one hat or a book 
5956,2978,3,0, THEM: you can have 1 hat along with the balls . deal ? 
5956,2978,4,1, YOU: done deal 
5957,2979,1,1,"YOU: gimme the balls , you take rest "
5957,2979,2,0," THEM: i will take the books , hat , and one ball . "
5957,2979,3,1," YOU: i get balls , you take rest "
5957,2979,4,0, THEM: ok . 
5958,2979,1,0,"THEM: gimme the balls , you take rest "
5958,2979,2,1," YOU: i will take the books , hat , and one ball . "
5958,2979,3,0," THEM: i get balls , you take rest "
5958,2979,4,1, YOU: ok . 
5959,2980,1,0,"THEM: i would like the hats , and either the ball or book also "
5959,2980,2,1, YOU: i want 3 hat 
5959,2980,3,0," THEM: i can take the ball , and book but i would need one hat for the deal "
5959,2980,4,1, YOU: i can do book and 2 hats 
5959,2980,5,0, THEM: is that your final offer ? i would like 2 hats its hot here 
5959,2980,6,1, YOU: final sorry 
5959,2980,7,0, THEM: ok i will take the deal 
5960,2980,1,1,"YOU: i would like the hats , and either the ball or book also "
5960,2980,2,0, THEM: i want 3 hat 
5960,2980,3,1," YOU: i can take the ball , and book but i would need one hat for the deal "
5960,2980,4,0, THEM: i can do book and 2 hats 
5960,2980,5,1, YOU: is that your final offer ? i would like 2 hats its hot here 
5960,2980,6,0, THEM: final sorry 
5960,2980,7,1, YOU: ok i will take the deal 
5961,2981,1,1,YOU: hi . ill take the book and hat and you can have all the balls 
5961,2981,2,0, THEM: could i have the hat and two balls ? 
5961,2981,3,1, YOU: no sorry . that's the best deal i can do . 
5961,2981,4,0," THEM: welp guess we sit here , please let me know when you are willing to renegotiate . "
5961,2981,5,1, YOU: i gave you the best deal i could offer 
5961,2981,6,0, THEM: i'm sure have but alas it isn't a very good deal for me . 
5961,2981,7,1, YOU: fine . we can do you deal 
5962,2981,1,0,THEM: hi . ill take the book and hat and you can have all the balls 
5962,2981,2,1, YOU: could i have the hat and two balls ? 
5962,2981,3,0, THEM: no sorry . that's the best deal i can do . 
5962,2981,4,1," YOU: welp guess we sit here , please let me know when you are willing to renegotiate . "
5962,2981,5,0, THEM: i gave you the best deal i could offer 
5962,2981,6,1, YOU: i'm sure have but alas it isn't a very good deal for me . 
5962,2981,7,0, THEM: fine . we can do you deal 
5963,2982,1,0,THEM: can i get the ball ? 
5963,2982,2,1," YOU: the book is no value to me , i guess i can use all the books "
5963,2982,3,0, THEM: ok 
5963,2982,4,1," YOU: i mean all the hats i get , and you get the rest "
5963,2982,5,0, THEM: sounds great 
5963,2982,6,1, YOU: deal 
5964,2982,1,1,YOU: can i get the ball ? 
5964,2982,2,0," THEM: the book is no value to me , i guess i can use all the books "
5964,2982,3,1, YOU: ok 
5964,2982,4,0," THEM: i mean all the hats i get , and you get the rest "
5964,2982,5,1, YOU: sounds great 
5964,2982,6,0, THEM: deal 
5965,2983,1,0,THEM: i want two and one of the books and balls . 
5965,2983,2,1," YOU: sorry , re read what you typed "
5965,2983,3,0, THEM: how about two books and a ball for me ? 
5965,2983,4,1," YOU: no , i need both books "
5965,2983,5,0, THEM: can i take the rest . i'd rather give up a hat if not . 
5965,2983,6,1," YOU: i'll take both books , you can have the rest "
5966,2983,1,1,YOU: i want two and one of the books and balls . 
5966,2983,2,0," THEM: sorry , re read what you typed "
5966,2983,3,1, YOU: how about two books and a ball for me ? 
5966,2983,4,0," THEM: no , i need both books "
5966,2983,5,1, YOU: can i take the rest . i'd rather give up a hat if not . 
5966,2983,6,0," THEM: i'll take both books , you can have the rest "
5967,2984,1,1,YOU: could i get the hat and one ball ? 
5968,2984,1,0,THEM: what item is worth the most to you ? 
5968,2984,2,1, YOU: the books . you ? 
5968,2984,3,0," THEM: same , i need one . can i get both balls and a book ? "
5968,2984,4,1, YOU: i will give you both books if you let me keep the rest . 
5968,2984,5,0, THEM: ok 
5969,2985,1,1,YOU: what item is worth the most to you ? 
5969,2985,2,0, THEM: the books . you ? 
5969,2985,3,1," YOU: same , i need one . can i get both balls and a book ? "
5969,2985,4,0, THEM: i will give you both books if you let me keep the rest . 
5969,2985,5,1, YOU: ok 
5970,2985,1,1,YOU: i can let you have two hats . 
5970,2985,2,0, THEM: i'd like books and 1 hat or 1 ball . 
5970,2985,3,1," YOU: how about you get one book and two hats , i take one of each item . "
5970,2985,4,0, THEM: deal . 
5971,2986,1,0,THEM: i can let you have two hats . 
5971,2986,2,1, YOU: i'd like books and 1 hat or 1 ball . 
5971,2986,3,0," THEM: how about you get one book and two hats , i take one of each item . "
5971,2986,4,1, YOU: deal . 
5972,2986,1,0,"THEM: i want the book , hat and a ball "
5972,2986,2,1," YOU: you take book , i get rest "
5972,2986,3,0, THEM: no i want both hats and a ball 
5972,2986,4,1, YOU: ok 
5972,2986,5,0, THEM: deal 
5973,2987,1,1,"YOU: i want the book , hat and a ball "
5973,2987,2,0," THEM: you take book , i get rest "
5973,2987,3,1, YOU: no i want both hats and a ball 
5973,2987,4,0, THEM: ok 
5973,2987,5,1, YOU: deal 
5974,2987,1,1,YOU: which item is most important to you ? 
5974,2987,2,0, THEM: i'd really appreciate the hat and at least 1 book 
5974,2987,3,1, YOU: how about you just take the hat 
5974,2987,4,0," THEM: i can't do just that , i can do the hat and the ball "
5974,2987,5,1," YOU: okay deal , you take the hat and ball "
5975,2988,1,0,THEM: which item is most important to you ? 
5975,2988,2,1, YOU: i'd really appreciate the hat and at least 1 book 
5975,2988,3,0, THEM: how about you just take the hat 
5975,2988,4,1," YOU: i can't do just that , i can do the hat and the ball "
5975,2988,5,0," THEM: okay deal , you take the hat and ball "
5976,2988,1,1,YOU: hello i would love the ball 
5977,2989,1,1,YOU: i just want the ball 
5977,2989,2,0, THEM: i need the ball and the book 
5977,2989,3,1," YOU: i need the ball , sorry , you can have the rest "
5977,2989,4,0," THEM: rest are worthless to me , i need the ball and the book you can have the hats "
5977,2989,5,1," YOU: okay , i'll take the hats , the rest to you "
5977,2989,6,0, THEM: deal 
5978,2989,1,0,THEM: i just want the ball 
5978,2989,2,1, YOU: i need the ball and the book 
5978,2989,3,0," THEM: i need the ball , sorry , you can have the rest "
5978,2989,4,1," YOU: rest are worthless to me , i need the ball and the book you can have the hats "
5978,2989,5,0," THEM: okay , i'll take the hats , the rest to you "
5978,2989,6,1, YOU: deal 
5979,2990,1,0,THEM: hat and baseball for me 
5979,2990,2,1, YOU: no 
5979,2990,3,0, THEM: what do you want 
5980,2990,1,1,YOU: could i have the book and the ball ? 
5980,2990,2,0, THEM: sorry . those were the ones i need also . 
5980,2990,3,1, YOU: split them ? i don't even need hats . 
5980,2990,4,0," THEM: i get the book and all the hats , you get the ball ? "
5980,2990,5,1, YOU: yea 
5981,2991,1,0,THEM: could i have the book and the ball ? 
5981,2991,2,1, YOU: sorry . those were the ones i need also . 
5981,2991,3,0, THEM: split them ? i don't even need hats . 
5981,2991,4,1," YOU: i get the book and all the hats , you get the ball ? "
5981,2991,5,0, THEM: yea 
5982,2991,1,0,THEM: i'd like 2 hats and 1 ball . 
5982,2991,2,1," YOU: i'll do better than that . you can have two balls , and one hat . "
5983,2992,1,1,YOU: i'd like 2 hats and 1 ball . 
5983,2992,2,0," THEM: i'll do better than that . you can have two balls , and one hat . "
5984,2992,1,0,"THEM: you take one book and one ball , "
5984,2992,2,1, YOU: can i take the three balls ? 
5984,2992,3,0, THEM: just three balls then 
5984,2992,4,1, YOU: no 
5984,2992,5,0, THEM: then 
5984,2992,6,1, YOU: i take the three books ? 
5984,2992,7,0, THEM: only 
5984,2992,8,1, YOU: yes 
5984,2992,9,0, THEM: deal 
5984,2992,10,1," YOU: deal , i take three books "
5985,2993,1,1,"YOU: you take one book and one ball , "
5985,2993,2,0, THEM: can i take the three balls ? 
5985,2993,3,1, YOU: just three balls then 
5985,2993,4,0, THEM: no 
5985,2993,5,1, YOU: then 
5985,2993,6,0, THEM: i take the three books ? 
5985,2993,7,1, YOU: only 
5985,2993,8,0, THEM: yes 
5985,2993,9,1, YOU: deal 
5985,2993,10,0," THEM: deal , i take three books "
5986,2993,1,0,THEM: i just want two books 
5986,2993,2,1, YOU: ok 
5986,2993,3,0, THEM: deal 
5987,2994,1,1,YOU: i just want two books 
5987,2994,2,0, THEM: ok 
5987,2994,3,1, YOU: deal 
5988,2994,1,1,YOU: i would like both hats for surew 
5988,2994,2,0," THEM: sorry , i need at least 1 hat . they are worth 6 points to me and the rest are 0 points . "
5988,2994,3,1," YOU: i will give you one hat , i get one hat and book and both balls "
5988,2994,4,0, THEM: i will take whatever you have that is 0 points . i need more than just the hat . 
5988,2994,5,1," YOU: i have nothing that is zero points , but i will also make 6 points out of all those items "
5988,2994,6,0," THEM: i get 1 hat and 1 ball . you get 1 hat , 1 ball , and 1 book . "
5988,2994,7,1," YOU: fine , but i am not happy about it i know you got a better deal "
5989,2995,1,0,THEM: i would like both hats for surew 
5989,2995,2,1," YOU: sorry , i need at least 1 hat . they are worth 6 points to me and the rest are 0 points . "
5989,2995,3,0," THEM: i will give you one hat , i get one hat and book and both balls "
5989,2995,4,1, YOU: i will take whatever you have that is 0 points . i need more than just the hat . 
5989,2995,5,0," THEM: i have nothing that is zero points , but i will also make 6 points out of all those items "
5989,2995,6,1," YOU: i get 1 hat and 1 ball . you get 1 hat , 1 ball , and 1 book . "
5989,2995,7,0," THEM: fine , but i am not happy about it i know you got a better deal "
5990,2995,1,0,THEM: ill take the ball and books you can have the hats 
5990,2995,2,1, YOU: how about i get the hats and the ball ? 
5990,2995,3,0," THEM: oh no i need the ball , and 1 book "
5990,2995,4,1, YOU: if i can't have the ball i need everything else . 
5990,2995,5,0, THEM: i need a book to go with the ball 
5990,2995,6,1, YOU: you can have a hat . 
5990,2995,7,0, THEM: the hats are worthless to me 
5990,2995,8,1, YOU: fine . i'll take a book and 3 hats . 
5990,2995,9,0, THEM: cool 
5991,2996,1,1,YOU: ill take the ball and books you can have the hats 
5991,2996,2,0, THEM: how about i get the hats and the ball ? 
5991,2996,3,1," YOU: oh no i need the ball , and 1 book "
5991,2996,4,0, THEM: if i can't have the ball i need everything else . 
5991,2996,5,1, YOU: i need a book to go with the ball 
5991,2996,6,0, THEM: you can have a hat . 
5991,2996,7,1, YOU: the hats are worthless to me 
5991,2996,8,0, THEM: fine . i'll take a book and 3 hats . 
5991,2996,9,1, YOU: cool 
5992,2996,1,0,THEM: hi i need the hat and 1 ball 
5992,2996,2,1, YOU: i need the ball and 2 books . i can offer you the hat and 1 book . 
5992,2996,3,0, THEM: i can do hat and 2 books 
5992,2996,4,1, YOU: i really need the ball and 2 books . i can not really move off those amounts . 
5992,2996,5,0, THEM: i can take the hat and give you the rest ? 
5992,2996,6,1," YOU: ok , you get the hat , i get the rest . that works for me . "
5993,2997,1,1,YOU: hi i need the hat and 1 ball 
5993,2997,2,0, THEM: i need the ball and 2 books . i can offer you the hat and 1 book . 
5993,2997,3,1, YOU: i can do hat and 2 books 
5993,2997,4,0, THEM: i really need the ball and 2 books . i can not really move off those amounts . 
5993,2997,5,1, YOU: i can take the hat and give you the rest ? 
5993,2997,6,0," THEM: ok , you get the hat , i get the rest . that works for me . "
5994,2997,1,0,THEM: i would like all 3 books and you could take the rest ? 
5994,2997,2,1," YOU: ouch , thats a bad deal for me . give me 2 books , you get rest "
5994,2997,3,0, THEM: ok that will work for me deal 
5995,2998,1,1,YOU: i would like all 3 books and you could take the rest ? 
5995,2998,2,0," THEM: ouch , thats a bad deal for me . give me 2 books , you get rest "
5995,2998,3,1, YOU: ok that will work for me deal 
5996,2998,1,0,THEM: i will take the hat and basketball you can have the 3 books 
5996,2998,2,1, YOU: how about i take the ball and two books and you get the hat and the other book ? 
5996,2998,3,0, THEM: perfect that's a deal 
5997,2999,1,1,YOU: i will take the hat and basketball you can have the 3 books 
5997,2999,2,0, THEM: how about i take the ball and two books and you get the hat and the other book ? 
5997,2999,3,1, YOU: perfect that's a deal 
5998,2999,1,0,THEM: can i have the hat and 2 balls ? 
5998,2999,2,1, YOU: i must have the hat 
5998,2999,3,0," THEM: sorry , without the hat i won`t make any deals "
5998,2999,4,1, YOU: same here 
5998,2999,5,0," THEM: no deal then , i won`t give up the book "
5998,2999,6,1, YOU: keep talking until the no deal lights up 
5998,2999,7,0, THEM: no deal 
5998,2999,8,1, YOU: unless you give me everything : ) 
5998,2999,9,0, THEM: no deal 
5998,2999,10,1, YOU: comeon 
5999,3000,1,1,YOU: can i have the hat and 2 balls ? 
5999,3000,2,0, THEM: i must have the hat 
5999,3000,3,1," YOU: sorry , without the hat i won`t make any deals "
5999,3000,4,0, THEM: same here 
5999,3000,5,1," YOU: no deal then , i won`t give up the book "
5999,3000,6,0, THEM: keep talking until the no deal lights up 
5999,3000,7,1, YOU: no deal 
5999,3000,8,0, THEM: unless you give me everything : ) 
5999,3000,9,1, YOU: no deal 
5999,3000,10,0, THEM: comeon 
6000,3000,1,0,THEM: hi i would like the hat and books 
6000,3000,2,1, YOU: hat only 
6000,3000,3,0, THEM: cant do that . sorry 
6000,3000,4,1, YOU: hat and one book 
6000,3000,5,0, THEM: hat and 2 books and you got a deal 
6000,3000,6,1, YOU: no can do 
6000,3000,7,0," THEM: ok , no deal "
6000,3000,8,1, YOU: how about hat only 
6000,3000,9,0, THEM: nope sorry . i at least need the hat and 2 books 
6000,3000,10,1, YOU: no 
6000,3000,11,0, THEM: ok 
6001,3001,1,1,YOU: hi i would like the hat and books 
6001,3001,2,0, THEM: hat only 
6001,3001,3,1, YOU: cant do that . sorry 
6001,3001,4,0, THEM: hat and one book 
6001,3001,5,1, YOU: hat and 2 books and you got a deal 
6001,3001,6,0, THEM: no can do 
6001,3001,7,1," YOU: ok , no deal "
6001,3001,8,0, THEM: how about hat only 
6001,3001,9,1, YOU: nope sorry . i at least need the hat and 2 books 
6001,3001,10,0, THEM: no 
6001,3001,11,1, YOU: ok 
6002,3001,1,0,"THEM: i'll take the hat and book , you can have the balls "
6002,3001,2,1, YOU: ok 
6003,3002,1,1,"YOU: i'll take the hat and book , you can have the balls "
6003,3002,2,0, THEM: ok 
6004,3002,1,0,THEM: what do you want ? 
6004,3002,2,1, YOU: all the hats ? 
6004,3002,3,0, THEM: deal 
6005,3003,1,1,YOU: what do you want ? 
6005,3003,2,0, THEM: all the hats ? 
6005,3003,3,1, YOU: deal 
6006,3003,1,0,THEM: what would you like ? 
6006,3003,2,1, YOU: hat and ball . 
6006,3003,3,0," THEM: i want ball , book and 1 hat "
6006,3003,4,1, YOU: no deal . books are 1 point for me . i can do wither hat or ball and 3 books . 
6006,3003,5,0, THEM: i'm confused ; did you want 3 hats and either book or ball ? 
6006,3003,6,1, YOU: sorry . that was my bad . yeah i meant hats not books . 
6006,3003,7,0, THEM: so you take 3 hats and book ; i take ball and 1 hat 
6006,3003,8,1, YOU: yes . 
6006,3003,9,0, THEM: ok 
6007,3004,1,1,YOU: what would you like ? 
6007,3004,2,0, THEM: hat and ball . 
6007,3004,3,1," YOU: i want ball , book and 1 hat "
6007,3004,4,0, THEM: no deal . books are 1 point for me . i can do wither hat or ball and 3 books . 
6007,3004,5,1, YOU: i'm confused ; did you want 3 hats and either book or ball ? 
6007,3004,6,0, THEM: sorry . that was my bad . yeah i meant hats not books . 
6007,3004,7,1, YOU: so you take 3 hats and book ; i take ball and 1 hat 
6007,3004,8,0, THEM: yes . 
6007,3004,9,1, YOU: ok 
6008,3004,1,1,YOU: gimme the book 
6008,3004,2,0, THEM: you got it ! 
6009,3005,1,0,THEM: gimme the book 
6009,3005,2,1, YOU: you got it ! 
6010,3005,1,0,THEM: i would like the book and one ball 
6010,3005,2,1, YOU: i need the book most of all 
6010,3005,3,0, THEM: as do i 
6011,3006,1,1,YOU: i need the hat and 1 book please . 
6011,3006,2,0, THEM: i needs hat and balls 
6011,3006,3,1, YOU: no deal . i need the hat and 1 book . 
6011,3006,4,0, THEM: no deal ? 
6011,3006,5,1, YOU: i need the hat and 1 book . 
6011,3006,6,0, THEM: we'll wait for no deal button 
6011,3006,7,1, YOU: alright no deal . 
6011,3006,8,0, THEM: ok 
6011,3006,9,1, YOU: no deal . 
6011,3006,10,0, THEM: wheres it at 
6012,3006,1,0,THEM: i need the hat and 1 book please . 
6012,3006,2,1, YOU: i needs hat and balls 
6012,3006,3,0, THEM: no deal . i need the hat and 1 book . 
6012,3006,4,1, YOU: no deal ? 
6012,3006,5,0, THEM: i need the hat and 1 book . 
6012,3006,6,1, YOU: we'll wait for no deal button 
6012,3006,7,0, THEM: alright no deal . 
6012,3006,8,1, YOU: ok 
6012,3006,9,0, THEM: no deal . 
6012,3006,10,1, YOU: wheres it at 
6013,3007,1,0,THEM: i'd like the hat and book . 
6013,3007,2,1, YOU: i need the book and two other items 
6013,3007,3,0, THEM: i'll take the hat and one ball . 
6014,3007,1,1,YOU: i'd like the hat and book . 
6014,3007,2,0, THEM: i need the book and two other items 
6014,3007,3,1, YOU: i'll take the hat and one ball . 
6015,3008,1,0,"THEM: i'd like the book , rest to you "
6015,3008,2,1, YOU: how about i take the book and you take two hats instead ? 
6015,3008,3,0," THEM: hmmm , i really need the book "
6015,3008,4,1, YOU: okay . i'll take everything else then . 
6015,3008,5,0, THEM: deal 
6016,3008,1,1,"YOU: i'd like the book , rest to you "
6016,3008,2,0, THEM: how about i take the book and you take two hats instead ? 
6016,3008,3,1," YOU: hmmm , i really need the book "
6016,3008,4,0, THEM: okay . i'll take everything else then . 
6016,3008,5,1, YOU: deal 
6017,3009,1,1,"YOU: hi , can i have one book and one ball ? "
6017,3009,2,0, THEM: you can have all of the balls if i can have the book and hat . 
6017,3009,3,1, YOU: ok . 
6018,3009,1,0,"THEM: hi , can i have one book and one ball ? "
6018,3009,2,1, YOU: you can have all of the balls if i can have the book and hat . 
6018,3009,3,0, THEM: ok . 
6019,3010,1,0,THEM: i would like the ball and the books . 
6019,3010,2,1, YOU: how about you just take the books 
6019,3010,3,0, THEM: i will need the hats as well if i cannot have the ball . 
6019,3010,4,1, YOU: deal 
6020,3010,1,1,YOU: i would like the ball and the books . 
6020,3010,2,0, THEM: how about you just take the books 
6020,3010,3,1, YOU: i will need the hats as well if i cannot have the ball . 
6020,3010,4,0, THEM: deal 
6021,3011,1,1,YOU: i need the book and two hats 
6021,3011,2,0, THEM: that will not work for me . the ball is of little value to me 
6021,3011,3,1, YOU: it's of no value for me . but you can have the hats if i can get the book 
6021,3011,4,0, THEM: deal 
6022,3011,1,0,THEM: i need the book and two hats 
6022,3011,2,1, YOU: that will not work for me . the ball is of little value to me 
6022,3011,3,0, THEM: it's of no value for me . but you can have the hats if i can get the book 
6022,3011,4,1, YOU: deal 
6023,3012,1,0,"THEM: hello , i'll take the hat and 2 balls "
6023,3012,2,1, YOU: im sorry i need the balls . i can offer the hat and 1 book 
6023,3012,3,0, THEM: i'll take the hat and just one ball 
6023,3012,4,1," YOU: ok , i can do that "
6024,3012,1,1,"YOU: hello , i'll take the hat and 2 balls "
6024,3012,2,0, THEM: im sorry i need the balls . i can offer the hat and 1 book 
6024,3012,3,1, YOU: i'll take the hat and just one ball 
6024,3012,4,0," THEM: ok , i can do that "
6025,3013,1,0,THEM: i just want the hat and 2 books 
6025,3013,2,1, YOU: i really would like the hat too . would you like all the books and 1 ball instead ? 
6025,3013,3,0, THEM: all the books and all the balls 
6025,3013,4,1, YOU: i need at least 2 balls 
6025,3013,5,0," THEM: those balls must be worth a lot to you , give me the books annd the hat and you take all the balls "
6025,3013,6,1," YOU: alright then , i will take the balls and you can have the rest . "
6026,3013,1,1,YOU: i just want the hat and 2 books 
6026,3013,2,0, THEM: i really would like the hat too . would you like all the books and 1 ball instead ? 
6026,3013,3,1, YOU: all the books and all the balls 
6026,3013,4,0, THEM: i need at least 2 balls 
6026,3013,5,1," YOU: those balls must be worth a lot to you , give me the books annd the hat and you take all the balls "
6026,3013,6,0," THEM: alright then , i will take the balls and you can have the rest . "
6027,3014,1,0,THEM: i want the hat and 2 books 
6027,3014,2,1," YOU: i can't agree to that deal . i'll take the ball , but i'm going to need one of the books as well . "
6027,3014,3,0, THEM: so you get the ball and 1 book ? 
6027,3014,4,1, YOU: if that seems to you . 
6027,3014,5,0, THEM: deal 
6028,3014,1,1,YOU: i want the hat and 2 books 
6028,3014,2,0," THEM: i can't agree to that deal . i'll take the ball , but i'm going to need one of the books as well . "
6028,3014,3,1, YOU: so you get the ball and 1 book ? 
6028,3014,4,0, THEM: if that seems to you . 
6028,3014,5,1, YOU: deal 
6029,3015,1,1,YOU: hello i would like the hats and the books or the balls 
6029,3015,2,0, THEM: i take balls and one hat 
6029,3015,3,1, YOU: i would like one of the balls as well 
6029,3015,4,0, THEM: yeah that not interesting to me 
6029,3015,5,1, YOU: you can have both balls but i can not give up the hats . we can split the books . 
6029,3015,6,0," THEM: fine , two balls and one book for me "
6029,3015,7,1, YOU: okay deal . 
6030,3015,1,0,THEM: hello i would like the hats and the books or the balls 
6030,3015,2,1, YOU: i take balls and one hat 
6030,3015,3,0, THEM: i would like one of the balls as well 
6030,3015,4,1, YOU: yeah that not interesting to me 
6030,3015,5,0, THEM: you can have both balls but i can not give up the hats . we can split the books . 
6030,3015,6,1," YOU: fine , two balls and one book for me "
6030,3015,7,0, THEM: okay deal . 
6031,3016,1,1,YOU: i'd like ball and 2 hats . 
6031,3016,2,0, THEM: i will respond after this line of filler to mislead the system 
6031,3016,3,1, YOU: okie dokie . 
6031,3016,4,0, THEM: yeah i take 2 books and a hat 
6032,3016,1,0,THEM: i'd like ball and 2 hats . 
6032,3016,2,1, YOU: i will respond after this line of filler to mislead the system 
6032,3016,3,0, THEM: okie dokie . 
6032,3016,4,1, YOU: yeah i take 2 books and a hat 
6033,3017,1,0,"THEM: i would like the book , the hat , and a ball "
6033,3017,2,1," YOU: i can't do that . i'll take a book and two balls , and you can have the rest . "
6033,3017,3,0," THEM: i need the book , the hat , and 1 ball "
6033,3017,4,1, YOU: i absolutely can't do that . 
6033,3017,5,0, THEM: what do you absolutely need ? 
6033,3017,6,1," YOU: either the book or hat , and at least two balls . "
6033,3017,7,0, THEM: i need the book and 3 balls 
6033,3017,8,1, YOU: nope . that doesn't work for me . 
6033,3017,9,0, THEM: i could take the book and 2 balls 
6033,3017,10,1, YOU: deal 
6033,3017,11,0, THEM: deal 
6034,3017,1,1,"YOU: i would like the book , the hat , and a ball "
6034,3017,2,0," THEM: i can't do that . i'll take a book and two balls , and you can have the rest . "
6034,3017,3,1," YOU: i need the book , the hat , and 1 ball "
6034,3017,4,0, THEM: i absolutely can't do that . 
6034,3017,5,1, YOU: what do you absolutely need ? 
6034,3017,6,0," THEM: either the book or hat , and at least two balls . "
6034,3017,7,1, YOU: i need the book and 3 balls 
6034,3017,8,0, THEM: nope . that doesn't work for me . 
6034,3017,9,1, YOU: i could take the book and 2 balls 
6034,3017,10,0, THEM: deal 
6034,3017,11,1, YOU: deal 
6035,3018,1,1,"YOU: i really need the book , and i'd like the balls too "
6035,3018,2,0," THEM: sorry , i want the book and 4 hats or no deal "
6035,3018,3,1," YOU: i can't make a deal without the book , so no deal "
6035,3018,4,0, THEM: then take only the book and i take the rest 
6036,3018,1,0,"THEM: i really need the book , and i'd like the balls too "
6036,3018,2,1," YOU: sorry , i want the book and 4 hats or no deal "
6036,3018,3,0," THEM: i can't make a deal without the book , so no deal "
6036,3018,4,1, YOU: then take only the book and i take the rest 
6037,3019,1,1,YOU: best i can do is book and 2 hats or book and 2 balls 
6037,3019,2,0, THEM: i'll take the book and two hats 
6037,3019,3,1, YOU: no i mean ill take them not give them to you 
6037,3019,4,0," THEM: i need the two hatd , it does not work out mathemetically for me otherwise "
6037,3019,5,1, YOU: so ill take the book and 2 balls then 
6037,3019,6,0, THEM: ok 
6037,3019,7,1, YOU: deal 
6038,3019,1,0,THEM: best i can do is book and 2 hats or book and 2 balls 
6038,3019,2,1, YOU: i'll take the book and two hats 
6038,3019,3,0, THEM: no i mean ill take them not give them to you 
6038,3019,4,1," YOU: i need the two hatd , it does not work out mathemetically for me otherwise "
6038,3019,5,0, THEM: so ill take the book and 2 balls then 
6038,3019,6,1, YOU: ok 
6038,3019,7,0, THEM: deal 
6039,3020,1,1,YOU: i'd like balls . 
6039,3020,2,0," THEM: if i can take the rest , its a deal . "
6040,3020,1,0,THEM: i'd like balls . 
6040,3020,2,1," YOU: if i can take the rest , its a deal . "
6041,3021,1,0,THEM: hi i would like the book and balls . you can have the hats 
6041,3021,2,1, YOU: book and two hats for me 
6041,3021,3,0, THEM: sorry i need the book and the balls to get a decent score 
6041,3021,4,1," YOU: i need the book , you get everything else "
6041,3021,5,0, THEM: sorry no deal 
6041,3021,6,1, YOU: no deal then 
6041,3021,7,0, THEM: no deal 
6041,3021,8,1, YOU: no deal 
6041,3021,9,0, THEM: no deal 
6041,3021,10,1, YOU: no deal 
6042,3021,1,1,YOU: hi i would like the book and balls . you can have the hats 
6042,3021,2,0, THEM: book and two hats for me 
6042,3021,3,1, YOU: sorry i need the book and the balls to get a decent score 
6042,3021,4,0," THEM: i need the book , you get everything else "
6042,3021,5,1, YOU: sorry no deal 
6042,3021,6,0, THEM: no deal then 
6042,3021,7,1, YOU: no deal 
6042,3021,8,0, THEM: no deal 
6042,3021,9,1, YOU: no deal 
6042,3021,10,0, THEM: no deal 
6043,3022,1,0,"THEM: hello , can i have the ball and hats and you can have the books ? "
6043,3022,2,1," YOU: you can have the hats but , i need the ball and the books "
6044,3022,1,0,THEM: i'll let you have all the hats if i can have the book and ball . 
6044,3022,2,1," YOU: all the hats and the book , you get the ball . "
6044,3022,3,0, THEM: that hardly seems fair . 
6045,3023,1,1,YOU: i would like the hat and the book and you can have all the balls . 
6045,3023,2,0, THEM: i dont really care for the balls 
6045,3023,3,1," YOU: i don't either , they have 0 value for me . i can't give up the hat though . willing to give up the book "
6045,3023,4,0, THEM: i dont think we can make a deal then 
6045,3023,5,1, YOU: no problem . no deal then . 
6045,3023,6,0, THEM: blarg 
6045,3023,7,1, YOU: agreed . no deal . 
6045,3023,8,0, THEM: but maybe you just gi ve me everything . so my grandma doesnt starve 
6045,3023,9,1, YOU: sorry grandma . no deal . 
6045,3023,10,0, THEM: also my horse is starving 
6046,3023,1,0,THEM: i would like the hat and the book and you can have all the balls . 
6046,3023,2,1, YOU: i dont really care for the balls 
6046,3023,3,0," THEM: i don't either , they have 0 value for me . i can't give up the hat though . willing to give up the book "
6046,3023,4,1, YOU: i dont think we can make a deal then 
6046,3023,5,0, THEM: no problem . no deal then . 
6046,3023,6,1, YOU: blarg 
6046,3023,7,0, THEM: agreed . no deal . 
6046,3023,8,1, YOU: but maybe you just gi ve me everything . so my grandma doesnt starve 
6046,3023,9,0, THEM: sorry grandma . no deal . 
