id,group,reward,agreement,item1,item2,item3
6158,3079,7,agree,0,1,0
6159,3080,7,agree,1,0,4
6160,3080,no,agreement,agreement,NA,NA
6161,3081,no,agreement,agreement,NA,NA
6162,3081,10,agree,1,0,2
6163,3082,8,agree,0,4,0
6164,3082,10,agree,0,1,0
6165,3083,7,agree,3,0,2
6166,3083,8,agree,0,2,0
6167,3084,8,agree,2,0,1
6168,3084,9,agree,0,3,0
6169,3085,10,agree,1,0,2
6170,3085,8,agree,2,0,0
6171,3086,8,agree,0,3,1
6172,3086,6,agree,0,2,1
6173,3087,7,agree,1,1,0
6174,3087,10,agree,0,2,2
6175,3088,8,agree,1,0,0
6176,3088,no,agreement,agreement,NA,NA
6177,3089,no,agreement,agreement,NA,NA
6178,3089,9,agree,1,1,0
6179,3090,6,agree,1,0,3
6180,3090,8,agree,0,1,3
6181,3091,9,agree,1,0,0
6182,3091,6,agree,0,1,3
6183,3092,8,agree,2,0,0
6184,3092,7,agree,0,3,1
6185,3093,8,agree,2,0,1
6186,3093,4,agree,1,1,0
6187,3094,8,agree,0,2,1
6188,3094,6,agree,2,0,2
6189,3095,6,agree,0,1,1
6190,3095,no,agreement,agreement,NA,NA
6191,3096,no,agreement,agreement,NA,NA
6192,3096,8,agree,0,0,1
6193,3097,10,agree,3,1,0
6194,3097,no,agreement,agreement,NA,NA
6195,3098,no,agreement,agreement,NA,NA
6196,3098,9,agree,0,3,2
6197,3099,10,agree,1,0,0
6198,3099,5,agree,0,1,2
6199,3100,6,agree,1,1,0
6200,3100,10,disagree,0,0,2
6201,3101,7,disagree,1,3,0
6202,3101,8,disagree,2,3,0
6203,3102,10,disagree,1,2,1
6204,3102,4,agree,0,1,1
6205,3103,6,agree,1,1,1
6206,3103,6,agree,0,4,2
6207,3104,6,agree,1,0,0
6208,3104,5,agree,1,0,1
6209,3105,8,agree,0,3,2
6210,3105,7,agree,1,1,0
6211,3106,9,agree,0,1,3
6212,3106,8,agree,0,2,0
6213,3107,8,agree,2,0,3
6214,3107,6,agree,0,2,1
6215,3108,6,agree,1,1,1
6216,3108,6,agree,0,1,2
6217,3109,8,agree,2,0,2
6218,3109,9,agree,3,0,0
6219,3110,7,agree,0,2,1
6220,3110,10,agree,1,0,1
6221,3111,7,agree,2,1,0
6222,3111,2,disagree,1,0,1
6223,3112,10,disagree,1,0,1
6224,3112,6,agree,1,0,3
6225,3113,6,agree,0,2,0
6226,3113,6,agree,3,0,0
6227,3114,10,agree,0,1,1
6228,3114,no,agreement,agreement,NA,NA
6229,3115,no,agreement,agreement,NA,NA
6230,3115,6,agree,3,0,0
6231,3116,10,agree,0,1,1
6232,3116,no,agreement,agreement,NA,NA
6233,3117,no,agreement,agreement,NA,NA
6234,3117,10,agree,0,1,0
6235,3118,7,agree,2,0,3
6236,3118,7,agree,0,2,1
6237,3119,7,agree,2,0,1
6238,3119,8,agree,1,0,1
6239,3120,2,agree,0,2,2
6240,3120,6,agree,1,0,1
6241,3121,8,agree,0,2,1
6242,3121,5,agree,0,1,1
6243,3122,6,agree,2,1,0
6244,3122,no,agreement,agreement,NA,NA
6245,3123,no,agreement,agreement,NA,NA
6246,3123,6,agree,1,1,0
6247,3124,7,agree,3,0,1
6248,3124,6,agree,1,0,2
6249,3125,5,agree,0,2,1
6250,3125,6,agree,0,1,1
6251,3126,8,agree,4,0,0
6252,3126,7,agree,0,1,3
6253,3127,10,agree,2,0,1
6254,3127,8,agree,1,3,0
6255,3128,9,agree,0,0,1
6256,3128,7,disagree,1,1,1
6257,3129,10,disagree,1,1,0
6258,3129,9,agree,1,2,0
6259,3130,9,agree,1,0,2
6260,3130,7,agree,1,0,1
6261,3131,8,agree,2,1,0
6262,3131,6,agree,1,1,1
6263,3132,6,agree,2,0,0
6264,3132,8,agree,2,2,0
6265,3133,8,agree,0,0,1
6266,3133,7,agree,0,1,3
6267,3134,8,agree,1,0,0
6268,3134,6,agree,0,1,1
6269,3135,5,agree,3,1,0
6270,3135,no,agreement,agreement,NA,NA
6271,3136,no,agreement,agreement,NA,NA
6272,3136,6,agree,3,0,0
6273,3137,7,agree,0,1,3
6274,3137,8,agree,0,2,0
6275,3138,4,agree,2,0,1
6276,3138,6,agree,2,2,0
6277,3139,6,agree,2,0,1
6278,3139,8,agree,1,0,3
6279,3140,8,agree,1,2,0
6280,3140,6,disagree,3,0,0
6281,3141,9,disagree,0,1,2
6282,3141,8,agree,0,4,0
6283,3142,6,agree,1,0,1
6284,3142,5,disagree,0,1,2
6285,3143,10,disagree,1,0,0
6286,3143,no,agreement,agreement,NA,NA
6287,3144,no,agreement,agreement,NA,NA
6288,3144,4,agree,0,3,1
6289,3145,10,agree,2,0,0
6290,3145,8,agree,2,0,0
6291,3146,6,agree,0,1,2
6292,3146,9,agree,0,0,3
6293,3147,10,agree,1,1,0
6294,3147,9,disagree,3,0,3
6295,3148,10,disagree,0,1,2
6296,3148,8,agree,0,1,2
6297,3149,10,agree,2,0,0
6298,3149,5,agree,4,1,0
6299,3150,10,agree,0,0,1
6300,3150,10,agree,2,0,0
6301,3151,8,agree,0,1,4
6302,3151,9,agree,3,1,0
6303,3152,10,agree,0,0,1
6304,3152,10,agree,2,0,0
6305,3153,8,agree,0,4,1
6306,3153,9,agree,0,1,1
6307,3154,5,agree,3,1,0
6308,3154,6,agree,2,0,1
6309,3155,8,agree,1,1,0
6310,3155,6,agree,1,0,3
6311,3156,8,agree,0,1,0
6312,3156,8,agree,2,1,0
6313,3157,8,agree,2,0,2
6314,3157,6,agree,0,3,0
6315,3158,10,agree,1,0,2
6316,3158,8,agree,2,0,1
6317,3159,8,agree,1,2,0
6318,3159,no,agreement,agreement,NA,NA
6319,3160,no,agreement,agreement,NA,NA
6320,3160,8,agree,2,1,0
6321,3161,10,agree,0,0,2
6322,3161,9,agree,1,0,1
6323,3162,6,agree,1,4,0
6324,3162,9,disagree,0,1,4
6325,3163,10,disagree,1,1,0
6326,3163,10,agree,1,0,0
6327,3164,6,agree,0,3,3
6328,3164,6,agree,1,1,1
6329,3165,5,agree,1,1,0
6330,3165,8,agree,0,0,4
6331,3166,6,agree,1,1,0
6332,3166,10,agree,2,0,1
6333,3167,9,agree,0,3,0
6334,3167,10,agree,0,1,2
6335,3168,4,agree,2,0,0
6336,3168,10,disagree,2,0,1
6337,3169,7,agree,4,0,1
6338,3169,8,agree,0,1,1
6339,3170,6,agree,0,0,1
6340,3170,8,agree,3,2,0
6341,3171,6,agree,0,1,3
6342,3171,8,agree,1,0,0
6343,3172,6,agree,2,0,1
6344,3172,10,agree,0,2,0
6345,3173,3,disagree,0,1,1
6346,3173,8,disagree,0,1,1
6347,3174,no,agreement,agreement,NA,NA
6348,3174,no,agreement,agreement,NA,NA
6349,3175,6,agree,1,0,2
6350,3175,7,agree,1,1,0
6351,3176,6,agree,0,2,2
6352,3176,4,agree,1,0,0
6353,3177,no,agreement,agreement,NA,NA
6354,3177,no,agreement,agreement,NA,NA
6355,3178,7,agree,0,1,2
6356,3178,9,agree,3,0,0
6357,3179,no,agreement,agreement,NA,NA
6358,3179,no,agreement,agreement,NA,NA
6359,3180,6,agree,0,1,1
6360,3180,7,agree,2,0,1
6361,3181,8,agree,0,1,3
6362,3181,8,agree,2,1,0
6363,3182,6,agree,0,2,0
6364,3182,10,agree,1,0,2
6365,3183,6,agree,1,0,1
6366,3183,7,agree,0,2,1
6367,3184,10,disagree,2,2,1
6368,3184,no,agreement,agreement,NA,NA
6369,3185,no,agreement,agreement,NA,NA
6370,3185,no,agreement,agreement,NA,NA
6371,3186,no,agreement,agreement,NA,NA
6372,3186,disconnect,agree,,NA,NA
6373,3187,disconnect,agree,,NA,NA
6374,3187,10,agree,1,2,0
6375,3188,4,agree,0,2,2
6376,3188,6,agree,2,0,1
6377,3189,5,agree,0,1,2
6378,3189,no,agreement,agreement,NA,NA
6379,3190,no,agreement,agreement,NA,NA
6380,3190,8,agree,2,0,3
6381,3191,10,agree,1,1,0
6382,3191,6,agree,2,2,0
6383,3192,10,agree,1,0,1
6384,3192,no,agreement,agreement,NA,NA
6385,3193,no,agreement,agreement,NA,NA
6386,3193,7,agree,0,2,1
6387,3194,5,agree,1,1,0
6388,3194,8,agree,2,0,0
6389,3195,6,agree,0,2,1
6390,3195,6,agree,3,3,0
6391,3196,7,agree,0,0,1
6392,3196,6,agree,1,4,0
6393,3197,9,agree,0,0,1
6394,3197,10,agree,0,0,1
6395,3198,7,agree,3,1,0
6396,3198,6,agree,2,0,0
6397,3199,6,agree,0,2,1
6398,3199,10,disagree,2,1,0
6399,3200,7,agree,0,0,1
6400,3200,9,agree,4,1,0
6401,3201,no,agreement,agreement,NA,NA
6402,3201,no,agreement,agreement,NA,NA
6403,3202,8,disagree,2,0,4
6404,3202,5,disagree,0,1,1
6405,3203,9,agree,1,0,1
6406,3203,8,agree,0,2,1
6407,3204,9,disagree,3,0,0
6408,3204,10,disagree,3,1,1
6409,3205,no,agreement,agreement,NA,NA
6410,3205,no,agreement,agreement,NA,NA
6411,3206,no,agreement,agreement,NA,NA
6412,3206,no,agreement,agreement,NA,NA
6413,3207,10,agree,2,0,0
6414,3207,8,agree,0,2,2
6415,3208,10,agree,2,2,0
6416,3208,6,agree,0,0,2
6417,3209,8,agree,1,0,1
6418,3209,8,agree,2,1,0
6419,3210,no,agreement,agreement,NA,NA
6420,3210,no,agreement,agreement,NA,NA
6421,3211,no,agreement,agreement,NA,NA
6422,3211,6,agree,1,1,1
6423,3212,5,agree,1,0,1
6424,3212,10,disagree,3,2,1
6425,3213,8,agree,1,0,1
6426,3213,9,agree,2,1,0
6427,3214,5,agree,0,1,1
6428,3214,6,agree,1,1,1
6429,3215,5,agree,0,1,1
6430,3215,8,agree,2,1,0
6431,3216,8,disagree,1,3,0
6432,3216,9,disagree,1,1,2
6433,3217,10,agree,1,1,0
6434,3217,7,agree,0,3,1
6435,3218,disconnect,agree,,NA,NA
6436,3218,disconnect,agree,,NA,NA
6437,3219,10,agree,1,1,0
6438,3219,8,agree,0,0,4
6439,3220,6,agree,0,0,2
6440,3220,6,agree,3,1,0
6441,3221,6,agree,2,0,1
6442,3221,10,agree,1,1,0
6443,3222,6,agree,0,2,0
6444,3222,10,agree,2,0,1
6445,3223,no,agreement,agreement,NA,NA
6446,3223,no,agreement,agreement,NA,NA
6447,3224,10,disagree,3,1,1
6448,3224,10,agree,2,1,0
6449,3225,6,agree,0,0,2
6450,3225,7,agree,1,0,2
6451,3226,5,agree,0,1,1
6452,3226,6,agree,2,0,1
6453,3227,5,agree,1,1,0
6454,3227,10,agree,1,2,0
6455,3228,8,agree,0,0,2
6456,3228,9,agree,0,0,3
6457,3229,7,agree,1,1,0
6458,3229,6,agree,1,4,0
6459,3230,8,agree,0,0,1
6460,3230,10,agree,1,0,2
6461,3231,2,agree,0,2,0
6462,3231,10,disagree,1,2,2
6463,3232,6,agree,1,2,0
6464,3232,9,agree,0,2,1
6465,3233,no,agreement,agreement,NA,NA
6466,3233,no,agreement,agreement,NA,NA
6467,3234,10,agree,0,0,2
6468,3234,8,agree,2,1,0
6469,3235,6,agree,1,0,4
6470,3235,10,agree,0,1,0
6471,3236,6,agree,1,2,0
6472,3236,6,agree,0,0,2
6473,3237,4,agree,0,1,3
6474,3237,9,agree,3,0,0
6475,3238,10,agree,0,2,1
6476,3238,8,agree,2,0,0
6477,3239,no,agreement,agreement,NA,NA
6478,3239,no,agreement,agreement,NA,NA
6479,3240,disconnect,agree,,NA,NA
6480,3240,6,agree,2,0,0
6481,3241,6,agree,0,2,2
6482,3241,8,agree,1,2,0
6483,3242,10,agree,0,0,2
6484,3242,7,agree,3,1,0
6485,3243,9,agree,0,2,1
6486,3243,6,agree,0,0,1
6487,3244,10,agree,1,3,0
6488,3244,6,agree,0,3,0
6489,3245,10,agree,1,0,2
6490,3245,8,disagree,3,1,1
6491,3246,7,disagree,0,1,1
6492,3246,8,agree,0,1,1
6493,3247,8,agree,1,2,0
6494,3247,10,disagree,0,1,3
6495,3248,10,agree,0,2,1
6496,3248,9,agree,3,0,0
6497,3249,5,agree,1,1,0
6498,3249,7,agree,3,0,1
6499,3250,no,agreement,agreement,NA,NA
6500,3250,no,agreement,agreement,NA,NA
6501,3251,2,agree,0,2,0
6502,3251,10,agree,1,0,2
6503,3252,6,disagree,0,3,0
6504,3252,8,disagree,0,0,2
6505,3253,7,agree,4,0,1
6506,3253,6,agree,0,1,0
6507,3254,4,disagree,0,2,2
6508,3254,8,disagree,3,1,0
6509,3255,10,agree,1,0,1
6510,3255,8,agree,2,1,0
6511,3256,10,agree,1,3,0
6512,3256,6,agree,0,0,1
6513,3257,no,agreement,agreement,NA,NA
6514,3257,no,agreement,agreement,NA,NA
6515,3258,no,agreement,agreement,NA,NA
6516,3258,no,agreement,agreement,NA,NA
6517,3259,6,agree,0,1,3
6518,3259,6,agree,1,0,0
6519,3260,no,agreement,agreement,NA,NA
6520,3260,no,agreement,agreement,NA,NA
6521,3261,6,agree,0,2,0
6522,3261,10,agree,2,0,1
6523,3262,10,disagree,1,2,2
6524,3262,6,disagree,2,0,1
6525,3263,10,disagree,0,2,0
6526,3263,7,agree,0,2,1
6527,3264,6,agree,1,0,1
6528,3264,no,agreement,agreement,NA,NA
6529,3265,no,agreement,agreement,NA,NA
6530,3265,no,agreement,agreement,NA,NA
6531,3266,10,disagree,3,3,1
6532,3266,10,disagree,0,1,3
6533,3267,10,disagree,1,1,0
6534,3267,6,agree,1,0,3
6535,3268,8,agree,0,1,0
6536,3268,no,agreement,agreement,NA,NA
6537,3269,no,agreement,agreement,NA,NA
6538,3269,7,agree,0,3,1
6539,3270,9,agree,3,0,0
6540,3270,5,agree,0,1,1
6541,3271,9,agree,1,2,0
6542,3271,6,agree,0,2,0
6543,3272,6,agree,2,0,1
6544,3272,10,agree,1,0,0
6545,3273,8,agree,0,2,4
6546,3273,9,agree,0,1,4
6547,3274,7,agree,1,1,0
6548,3274,10,agree,0,1,1
6549,3275,8,agree,4,0,0
6550,3275,no,agreement,agreement,NA,NA
6551,3276,no,agreement,agreement,NA,NA
6552,3276,7,disagree,1,1,0
6553,3277,7,disagree,0,0,1
6554,3277,8,agree,1,0,0
6555,3278,9,agree,0,3,1
6556,3278,no,agreement,agreement,NA,NA
6557,3279,no,agreement,agreement,NA,NA
6558,3279,no,agreement,agreement,NA,NA
6559,3280,no,agreement,agreement,NA,NA
6560,3280,7,agree,2,0,3
6561,3281,8,agree,0,1,0
6562,3281,9,agree,1,3,0
6563,3282,7,agree,0,0,1
6564,3282,7,agree,0,0,1
6565,3283,6,agree,3,3,0
6566,3283,7,agree,2,3,0
6567,3284,10,agree,0,0,1
6568,3284,7,disagree,0,1,1
6569,3285,8,agree,0,2,4
6570,3285,10,agree,1,0,0
6571,3286,6,agree,2,0,2
6572,3286,6,agree,0,1,1
6573,3287,7,agree,0,2,1
6574,3287,5,agree,1,1,0
6575,3288,6,disagree,0,2,1
6576,3288,no,agreement,agreement,NA,NA
6577,3289,no,agreement,agreement,NA,NA
6578,3289,10,agree,2,0,1
6579,3290,6,agree,0,3,0
6580,3290,6,agree,0,2,2
6581,3291,6,agree,1,0,0
6582,3291,10,disagree,1,2,2
6583,3292,7,agree,1,0,2
6584,3292,9,agree,0,3,0
6585,3293,6,agree,0,1,0
6586,3293,7,agree,1,0,3
6587,3294,7,agree,0,3,1
6588,3294,9,agree,1,0,2
6589,3295,10,agree,2,0,1
6590,3295,6,agree,0,3,0
6591,3296,10,disagree,1,0,2
6592,3296,6,agree,0,1,1
6593,3297,7,agree,1,0,2
6594,3297,10,agree,0,0,2
6595,3298,8,agree,2,3,0
6596,3298,10,agree,0,1,2
6597,3299,6,agree,3,0,0
6598,3299,10,agree,1,0,1
6599,3300,6,agree,0,3,0
6600,3300,9,agree,2,0,1
6601,3301,6,agree,1,2,0
6602,3301,6,agree,1,0,0
6603,3302,8,agree,0,1,3
6604,3302,10,agree,1,0,1
6605,3303,5,agree,1,4,0
6606,3303,7,agree,1,2,0
6607,3304,6,agree,0,0,3
6608,3304,10,disagree,4,1,1
6609,3305,8,agree,0,1,3
6610,3305,6,agree,1,1,0
6611,3306,7,agree,0,1,2
6612,3306,6,agree,1,1,0
6613,3307,9,agree,0,3,0
6614,3307,10,agree,1,0,2
6615,3308,10,agree,0,0,2
6616,3308,8,agree,2,1,0
6617,3309,6,agree,0,0,3
6618,3309,10,agree,1,1,0
6619,3310,no,agreement,agreement,NA,NA
6620,3310,no,agreement,agreement,NA,NA
6621,3311,7,agree,0,3,1
6622,3311,6,agree,1,0,1
6623,3312,no,agreement,agreement,NA,NA
6624,3312,no,agreement,agreement,NA,NA
6625,3313,6,agree,1,3,0
6626,3313,10,agree,0,0,2
6627,3314,10,disagree,1,0,3
6628,3314,10,agree,1,1,0
6629,3315,9,agree,0,0,3
6630,3315,10,agree,2,0,0
6631,3316,8,agree,0,1,3
6632,3316,10,agree,1,2,0
6633,3317,7,agree,0,1,2
6634,3317,7,agree,1,0,3
6635,3318,8,agree,2,1,0
6636,3318,9,agree,1,2,0
6637,3319,6,agree,0,1,1
6638,3319,5,agree,1,0,2
6639,3320,7,agree,1,1,0
6640,3320,6,agree,0,1,3
6641,3321,6,agree,2,0,0
6642,3321,5,agree,0,1,1
6643,3322,6,agree,3,0,1
6644,3322,no,agreement,agreement,NA,NA
6645,3323,6,agree,2,0,0
6646,3323,10,agree,0,4,1
6647,3324,7,agree,0,1,2
6648,3324,7,agree,1,0,2
6649,3325,no,agreement,agreement,NA,NA
6650,3325,no,agreement,agreement,NA,NA
6651,3326,7,agree,0,1,2
6652,3326,6,agree,3,0,0
6653,3327,10,agree,0,2,1
6654,3327,4,agree,2,0,0
6655,3328,7,agree,0,0,1
6656,3328,5,agree,1,3,0
6657,3329,6,agree,0,0,1
6658,3329,6,agree,4,2,0
6659,3330,6,agree,0,2,0
6660,3330,6,agree,1,1,1
6661,3331,10,agree,1,4,0
6662,3331,6,agree,0,0,2
6663,3332,5,agree,1,3,0
6664,3332,10,agree,0,0,1
6665,3333,8,disagree,0,4,2
6666,3333,10,disagree,1,0,2
6667,3334,10,agree,2,0,0
6668,3334,6,agree,0,1,3
6669,3335,6,agree,0,3,3
6670,3335,7,agree,1,0,0
6671,3336,8,agree,1,0,2
6672,3336,6,agree,0,2,0
6673,3337,7,agree,0,1,1
6674,3337,5,agree,2,0,1
6675,3338,6,agree,0,1,0
6676,3338,4,agree,2,0,2
6677,3339,5,agree,1,1,1
6678,3339,5,agree,1,1,1
6679,3340,8,agree,0,2,0
6680,3340,10,agree,1,0,4
6681,3341,8,disagree,1,0,1
6682,3341,4,disagree,1,0,1
6683,3342,10,disagree,3,2,1
6684,3342,6,agree,4,0,1
6685,3343,8,agree,0,1,0
6686,3343,no,agreement,agreement,NA,NA
6687,3344,no,agreement,agreement,NA,NA
6688,3344,8,agree,0,0,4
6689,3345,10,agree,2,1,0
6690,3345,5,agree,2,1,0
6691,3346,9,agree,0,1,2
6692,3346,10,agree,2,0,1
6693,3347,7,agree,0,3,1
6694,3347,10,agree,0,2,0
6695,3348,6,agree,2,0,2
6696,3348,10,agree,0,1,3
6697,3349,9,agree,3,0,0
6698,3349,8,agree,1,1,0
6699,3350,7,agree,0,1,4
6700,3350,8,disagree,1,0,1
6701,3351,no,agreement,agreement,NA,NA
6702,3351,no,agreement,agreement,NA,NA
6703,3352,8,agree,0,4,0
6704,3352,10,agree,1,0,1
6705,3353,2,disagree,0,1,0
6706,3353,8,disagree,0,1,0
6707,3354,no,agreement,agreement,NA,NA
6708,3354,no,agreement,agreement,NA,NA
6709,3355,8,agree,2,0,2
6710,3355,8,agree,1,1,0
6711,3356,10,agree,1,1,0
6712,3356,6,agree,0,0,3
6713,3357,no,agreement,agreement,NA,NA
6714,3357,no,agreement,agreement,NA,NA
6715,3358,10,agree,2,0,2
6716,3358,6,agree,0,3,0
6717,3359,10,disagree,3,1,1
6718,3359,10,disagree,1,0,1
6719,3360,6,disagree,3,0,0
6720,3360,6,agree,0,1,1
6721,3361,6,agree,2,0,2
6722,3361,5,agree,2,1,0
6723,3362,7,agree,0,1,1
6724,3362,9,agree,2,1,0
6725,3363,6,agree,1,0,1
6726,3363,6,agree,0,0,3
6727,3364,10,agree,1,1,0
6728,3364,9,agree,1,0,1
6729,3365,8,agree,1,2,0
6730,3365,8,agree,1,0,4
6731,3366,8,agree,0,2,0
6732,3366,9,agree,1,0,0
6733,3367,6,agree,0,1,3
6734,3367,6,agree,3,0,0
6735,3368,7,agree,0,1,1
6736,3368,6,agree,0,2,0
6737,3369,4,agree,1,0,2
6738,3369,6,agree,1,0,0
6739,3370,7,agree,0,2,3
6740,3370,no,agreement,agreement,NA,NA
6741,3371,no,agreement,agreement,NA,NA
6742,3371,6,disagree,0,2,1
6743,3372,6,agree,0,0,1
6744,3372,7,agree,3,1,0
6745,3373,9,agree,0,0,3
6746,3373,10,agree,1,1,0
6747,3374,8,agree,0,0,1
6748,3374,6,agree,2,2,0
6749,3375,6,agree,1,1,1
6750,3375,5,agree,2,1,0
6751,3376,6,agree,2,0,2
6752,3376,10,agree,0,1,0
6753,3377,6,agree,0,2,0
6754,3377,6,agree,1,0,2
6755,3378,7,agree,1,3,0
6756,3378,10,agree,0,0,1
6757,3379,5,agree,1,0,2
6758,3379,6,agree,0,1,1
6759,3380,7,agree,0,1,2
6760,3380,6,agree,2,0,1
6761,3381,no,agreement,agreement,NA,NA
6762,3381,no,agreement,agreement,NA,NA
6763,3382,6,agree,2,0,0
6764,3382,10,agree,0,1,3
6765,3383,8,agree,2,0,0
6766,3383,10,agree,0,2,2
6767,3384,10,agree,2,1,0
6768,3384,8,agree,0,0,2
6769,3385,10,agree,2,0,0
6770,3385,8,agree,0,1,4
6771,3386,5,agree,2,0,1
6772,3386,8,agree,1,1,0
6773,3387,8,agree,0,1,2
6774,3387,8,agree,2,0,0
6775,3388,8,agree,0,2,0
6776,3388,8,agree,1,0,3
6777,3389,no,agreement,agreement,NA,NA
6778,3389,no,agreement,agreement,NA,NA
6779,3390,7,agree,2,0,1
6780,3390,5,agree,1,1,0
6781,3391,9,agree,0,1,1
6782,3391,9,agree,2,0,1
6783,3392,7,agree,1,0,4
6784,3392,8,agree,0,1,0
6785,3393,6,agree,0,0,1
6786,3393,9,agree,1,3,0
6787,3394,no,agreement,agreement,NA,NA
6788,3394,no,agreement,agreement,NA,NA
6789,3395,8,agree,1,1,0
6790,3395,5,agree,0,2,1
6791,3396,6,agree,2,0,0
6792,3396,6,agree,0,2,1
6793,3397,8,agree,0,3,1
6794,3397,8,agree,1,0,1
6795,3398,8,agree,2,0,2
6796,3398,8,agree,0,2,0
6797,3399,6,agree,0,2,2
6798,3399,8,agree,1,0,0
6799,3400,8,disagree,0,2,0
6800,3400,6,disagree,0,2,0
6801,3401,10,disagree,4,1,1
6802,3401,6,agree,2,0,0
6803,3402,10,agree,0,4,1
6804,3402,no,agreement,agreement,NA,NA
6805,3403,no,agreement,agreement,NA,NA
6806,3403,8,agree,1,2,0
6807,3404,9,agree,1,0,2
6808,3404,6,agree,0,2,1
6809,3405,9,agree,1,0,1
6810,3405,7,agree,1,2,0
6811,3406,5,agree,0,1,1
6812,3406,9,agree,2,1,0
6813,3407,9,agree,0,1,2
6814,3407,8,agree,1,1,0
6815,3408,8,agree,2,0,2
6816,3408,9,agree,1,0,2
6817,3409,7,agree,0,3,1
6818,3409,6,agree,0,1,1
6819,3410,8,agree,2,1,0
6820,3410,8,agree,0,2,2
6821,3411,8,agree,1,2,0
6822,3411,7,disagree,0,1,1
6823,3412,10,disagree,3,2,0
6824,3412,6,agree,2,2,0
6825,3413,10,agree,0,1,1
6826,3413,10,agree,2,1,0
6827,3414,8,agree,0,0,4
6828,3414,7,agree,0,1,2
6829,3415,10,agree,1,0,2
6830,3415,8,agree,0,0,1
6831,3416,7,agree,2,3,0
6832,3416,8,agree,1,0,0
6833,3417,6,agree,0,1,4
6834,3417,6,agree,0,3,0
6835,3418,10,agree,1,0,2
6836,3418,10,agree,1,0,1
6837,3419,8,agree,0,4,0
6838,3419,10,agree,0,0,1
6839,3420,6,agree,2,2,0
6840,3420,9,disagree,0,1,0
6841,3421,5,agree,2,0,3
6842,3421,7,agree,0,1,1
6843,3422,6,agree,0,0,3
6844,3422,10,agree,1,1,0
6845,3423,no,agreement,agreement,NA,NA
6846,3423,no,agreement,agreement,NA,NA
6847,3424,6,agree,3,0,1
6848,3424,9,agree,0,2,1
6849,3425,no,agreement,agreement,NA,NA
6850,3425,no,agreement,agreement,NA,NA
6851,3426,9,agree,2,0,3
6852,3426,5,agree,0,1,0
6853,3427,5,agree,0,0,1
6854,3427,10,agree,3,2,0
6855,3428,10,disagree,1,0,4
6856,3428,10,disagree,0,1,4
6857,3429,9,agree,1,1,0
6858,3429,6,agree,1,0,4
6859,3430,8,agree,0,2,1
6860,3430,5,agree,3,1,0
6861,3431,10,agree,0,3,1
6862,3431,6,agree,2,0,0
6863,3432,8,agree,1,0,4
6864,3432,10,agree,0,2,0
6865,3433,10,disagree,1,0,1
6866,3433,7,agree,0,4,1
6867,3434,7,agree,1,0,1
6868,3434,9,agree,0,3,0
6869,3435,7,agree,1,0,1
6870,3435,9,agree,0,1,4
6871,3436,9,agree,1,1,0
6872,3436,9,agree,3,0,0
6873,3437,10,agree,0,1,1
6874,3437,no,agreement,agreement,NA,NA
6875,3438,no,agreement,agreement,NA,NA
6876,3438,7,agree,1,3,0
6877,3439,7,agree,1,0,1
6878,3439,6,agree,1,1,0
6879,3440,8,agree,2,0,1
6880,3440,10,agree,2,0,1
6881,3441,6,agree,0,3,0
6882,3441,6,disagree,1,1,0
6883,3442,10,disagree,0,1,4
6884,3442,8,agree,3,0,2
6885,3443,8,agree,0,2,0
6886,3443,9,agree,0,1,1
6887,3444,7,agree,3,0,1
6888,3444,8,agree,0,0,2
6889,3445,8,agree,1,4,0
6890,3445,10,agree,3,0,1
6891,3446,5,agree,0,1,0
6892,3446,no,agreement,agreement,NA,NA
6893,3447,no,agreement,agreement,NA,NA
6894,3447,10,agree,0,1,2
6895,3448,6,agree,3,0,0
6896,3448,8,agree,2,0,1
6897,3449,6,agree,0,1,1
6898,3449,7,agree,1,0,1
6899,3450,6,agree,0,1,2
6900,3450,8,agree,1,0,2
6901,3451,8,agree,0,2,0
6902,3451,no,agreement,agreement,NA,NA
6903,3452,no,agreement,agreement,NA,NA
6904,3452,7,agree,0,1,2
6905,3453,6,agree,3,0,0
6906,3453,10,disagree,2,2,3
6907,3454,10,agree,0,0,1
6908,3454,6,agree,2,2,0
6909,3455,7,agree,1,2,0
6910,3455,10,agree,1,0,1
6911,3456,6,agree,2,1,0
6912,3456,4,agree,1,0,1
6913,3457,no,agreement,agreement,NA,NA
6914,3457,no,agreement,agreement,NA,NA
6915,3458,8,agree,0,1,0
6916,3458,6,agree,2,0,2
6917,3459,10,agree,1,0,0
6918,3459,4,agree,0,2,2
6919,3460,8,agree,2,0,0
6920,3460,8,agree,0,1,3
6921,3461,no,agreement,agreement,NA,NA
6922,3461,no,agreement,agreement,NA,NA
6923,3462,8,agree,0,2,2
6924,3462,8,agree,1,1,0
6925,3463,6,agree,0,3,0
6926,3463,10,agree,1,0,1
6927,3464,8,agree,0,0,4
6928,3464,10,agree,1,1,0
6929,3465,6,agree,1,1,0
6930,3465,7,agree,0,1,2
6931,3466,9,agree,2,1,0
6932,3466,5,agree,0,1,2
6933,3467,no,agreement,agreement,NA,NA
6934,3467,no,agreement,agreement,NA,NA
6935,3468,6,agree,1,0,2
6936,3468,5,agree,1,2,0
6937,3469,8,disagree,0,1,0
6938,3469,7,disagree,0,1,1
6939,3470,8,agree,2,0,0
6940,3470,10,agree,0,1,2
6941,3471,7,agree,2,0,1
